Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
16	27104.0	20190.0	0.925	2760.0	1.0
17	25808.0	20474.0	0.925	2879.0	1.0
38	24717.0	17345.0	0.9	2876.0	1.0
0	16935.0	14713.0	0.9625	1554.0	1.0
15	27554.0	18253.0	0.9125	2742.0	1.0
32	16094.0	15777.0	0.975	2223.0	1.0
16	25747.0	17929.0	0.8812	3062.0	1.0
28	25558.0	20662.0	0.9437	3972.0	1.0
24	23742.0	17264.0	0.9062	3348.0	1.0
5	21691.0	17356.0	0.9438	3102.0	1.0
19	22689.0	18235.0	0.9188	2765.0	1.0
39	19466.0	16306.0	0.9438	2707.0	1.0
32	27241.0	20062.0	0.925	2758.0	1.0
28	28039.0	21187.0	0.95	3871.0	1.0
21	19284.0	15993.0	0.9125	3278.0	1.0
7	18065.0	16348.0	0.9438	3179.0	1.0
11	21848.0	17329.0	0.9313	2939.0	1.0
10	23776.0	17783.0	0.9188	3085.0	1.0
9	26793.0	18757.0	0.9062	2778.0	1.0
21	18730.0	16337.0	0.95	3226.0	1.0
7	25137.0	18991.0	0.9062	2785.0	1.0
38	23632.0	19255.0	0.9437	2802.0	1.0
13	22417.0	18146.0	0.925	3924.0	1.0
15	21837.0	18237.0	0.9437	2833.0	1.0
16	19661.0	15970.0	0.95	2824.0	1.0
8	20349.0	17098.0	0.95	2804.0	1.0
28	22051.0	17492.0	0.925	2704.0	1.0
17	21043.0	16767.0	0.925	3186.0	1.0
31	24315.0	19483.0	0.9375	2471.0	1.0
19	19508.0	17133.0	0.925	3541.0	1.0
1	24727.0	20319.0	0.9	3757.0	1.0
3	16031.0	15097.0	0.9625	2848.0	1.0
25	22265.0	19314.0	0.9438	2931.0	1.0
25	20956.0	16738.0	0.9313	2493.0	1.0
29	24551.0	17671.0	0.8875	3513.0	1.0
31	20259.0	17655.0	0.9438	2773.0	1.0
15	23131.0	21090.0	0.95	3110.0	1.0
29	21977.0	20156.0	0.9563	2628.0	1.0
1	25672.0	21473.0	0.9313	3394.0	1.0
18	26576.0	21592.0	0.9375	3821.0	1.0
6	25876.0	19128.0	0.9188	3256.0	1.0
11	20590.0	15790.0	0.9312	2217.0	1.0
34	20298.0	17762.0	0.95	2521.0	1.0
31	16800.0	14853.0	0.9438	1961.0	1.0
21	26279.0	21696.0	0.95	3337.0	1.0
11	27108.0	17638.0	0.875	3336.0	1.0
25	22341.0	18112.0	0.9438	2553.0	1.0
5	23049.0	19467.0	0.95	3226.0	1.0
37	20566.0	20255.0	0.9812	3030.0	1.0
34	17357.0	15198.0	0.9375	2879.0	1.0
3	21303.0	17172.0	0.9438	2371.0	1.0
36	20651.0	17262.0	0.9437	2850.0	1.0
2	17336.0	15337.0	0.9625	2146.0	1.0
2	26493.0	20368.0	0.9438	2550.0	1.0
27	23390.0	17504.0	0.9062	3222.0	1.0
10	30825.0	20771.0	0.8875	4042.0	1.0
20	23182.0	18168.0	0.9	2933.0	1.0
18	17586.0	16061.0	0.975	2462.0	1.0
34	22717.0	18284.0	0.9375	3642.0	1.0
23	18958.0	15567.0	0.95	2308.0	1.0
34	29071.0	22174.0	0.9313	3633.0	1.0
20	22390.0	18632.0	0.9625	2549.0	1.0
39	23122.0	17051.0	0.9187	2408.0	1.0
34	21693.0	18716.0	0.9563	3432.0	1.0
28	19391.0	17182.0	0.9563	3988.0	1.0
23	27794.0	19892.0	0.9125	3130.0	1.0
39	25180.0	20020.0	0.9438	3173.0	1.0
39	17901.0	16327.0	0.95	2733.0	1.0
14	15506.0	14653.0	0.9625	2807.0	1.0
1	21391.0	17858.0	0.9375	2652.0	1.0
29	21981.0	17642.0	0.9563	3497.0	1.0
35	22369.0	16962.0	0.9062	2884.0	1.0
18	25797.0	21092.0	0.95	3373.0	1.0
12	18461.0	15652.0	0.9375	2737.0	1.0
28	26992.0	18404.0	0.9	3298.0	1.0
7	20598.0	15636.0	0.9125	2674.0	1.0
20	18970.0	15777.0	0.9313	2958.0	1.0
3	26327.0	19323.0	0.9187	3054.0	1.0
24	20539.0	18548.0	0.95	3403.0	1.0
38	23576.0	19389.0	0.9187	2935.0	1.0
38	21597.0	18736.0	0.9313	3286.0	1.0
5	26585.0	21340.0	0.925	3179.0	1.0
14	23191.0	17067.0	0.9	2640.0	1.0
23	29334.0	20546.0	0.8938	4226.0	1.0
30	24704.0	18136.0	0.9188	2379.0	1.0
4	22519.0	19746.0	0.9563	2227.0	1.0
12	20954.0	17447.0	0.9438	2344.0	1.0
7	21296.0	18014.0	0.9437	3059.0	1.0
31	26379.0	19240.0	0.9125	2952.0	1.0
17	17883.0	16106.0	0.9625	2538.0	1.0
28	20519.0	16512.0	0.9375	2596.0	1.0
39	21923.0	16653.0	0.9313	2427.0	1.0
4	19930.0	18116.0	0.9813	2928.0	1.0
37	25101.0	18717.0	0.925	3114.0	1.0
11	26034.0	18527.0	0.9062	3693.0	1.0
39	19813.0	16564.0	0.9375	2425.0	1.0
24	23839.0	19134.0	0.9375	4635.0	1.0
0	29033.0	18904.0	0.85	3798.0	1.0
36	18423.0	16462.0	0.95	3082.0	1.0
8	25214.0	19496.0	0.9125	3016.0	1.0
10	29184.0	23432.0	0.9188	4719.0	1.0
7	26713.0	18997.0	0.8937	3570.0	1.0
22	17723.0	13674.0	0.9563	1675.0	1.0
25	28796.0	19134.0	0.8937	3236.0	1.0
12	23336.0	17346.0	0.9062	2763.0	1.0
37	23410.0	16459.0	0.8813	2965.0	1.0
27	17551.0	15701.0	0.9625	3091.0	1.0
22	22230.0	18757.0	0.9437	2666.0	1.0
3	20010.0	16038.0	0.95	2658.0	1.0
16	27417.0	18833.0	0.9063	3352.0	1.0
28	17959.0	16330.0	0.95	2728.0	1.0
34	22886.0	18856.0	0.9313	2977.0	1.0
3	19825.0	15933.0	0.9313	2964.0	1.0
13	27952.0	20014.0	0.9062	4126.0	1.0
5	23602.0	20720.0	0.95	3509.0	1.0
27	20596.0	14837.0	0.9	2992.0	1.0
9	20915.0	19030.0	0.9688	2798.0	1.0
12	18668.0	15312.0	0.9375	2102.0	1.0
28	23798.0	17785.0	0.9125	3415.0	1.0
27	25132.0	18745.0	0.9062	3302.0	1.0
37	24081.0	17366.0	0.8875	3060.0	1.0
1	22021.0	18275.0	0.9375	3167.0	1.0
25	20226.0	17232.0	0.9563	2589.0	1.0
29	22040.0	18906.0	0.9625	2690.0	1.0
3	16908.0	16049.0	0.9563	2147.0	1.0
2	20685.0	16831.0	0.9375	2068.0	1.0
13	19833.0	15350.0	0.9062	2441.0	1.0
25	20291.0	16345.0	0.9313	3427.0	1.0
18	25129.0	18371.0	0.9062	2772.0	1.0
1	21547.0	18470.0	0.9563	3020.0	1.0
17	21139.0	17188.0	0.9437	2666.0	1.0
23	22725.0	18140.0	0.9313	3602.0	1.0
20	19900.0	16287.0	0.9563	2078.0	1.0
18	26711.0	21636.0	0.95	3210.0	1.0
36	26070.0	18462.0	0.9125	2612.0	1.0
28	23581.0	19413.0	0.9375	3277.0	1.0
24	25185.0	19826.0	0.9375	2717.0	1.0
38	21958.0	18331.0	0.9437	2923.0	1.0
30	23121.0	18631.0	0.9125	2802.0	1.0
11	20710.0	17139.0	0.9438	2712.0	1.0
0	19669.0	16321.0	0.9437	3107.0	1.0
26	22869.0	19638.0	0.9437	3536.0	1.0
6	22068.0	18896.0	0.9437	2818.0	1.0
4	22261.0	18912.0	0.9563	2529.0	1.0
2	23602.0	18344.0	0.9125	4462.0	1.0
3	23336.0	17735.0	0.9125	3081.0	1.0
16	24596.0	18912.0	0.925	3268.0	1.0
14	23726.0	19236.0	0.9438	2931.0	1.0
30	25928.0	19944.0	0.9188	2383.0	1.0
4	24269.0	18732.0	0.9438	2894.0	1.0
29	22911.0	19816.0	0.9375	4125.0	1.0
37	21433.0	17813.0	0.95	1934.0	1.0
2	15569.0	14520.0	0.9688	2054.0	1.0
2	18575.0	16368.0	0.9625	2865.0	1.0
36	22175.0	16850.0	0.9125	2639.0	1.0
25	23281.0	15952.0	0.9188	2562.0	1.0
27	23242.0	17652.0	0.925	2785.0	1.0
14	20866.0	16548.0	0.9437	2377.0	1.0
37	22259.0	18872.0	0.9313	3035.0	1.0
5	19720.0	16036.0	0.9438	2908.0	1.0
28	22952.0	17478.0	0.9188	2438.0	1.0
25	17895.0	16103.0	0.975	2284.0	1.0
21	26815.0	19257.0	0.8875	3614.0	1.0
2	22485.0	16886.0	0.9187	3039.0	1.0
25	22584.0	17913.0	0.9188	4570.0	1.0
9	17197.0	16172.0	0.9563	2690.0	1.0
23	20932.0	18402.0	0.9563	3254.0	1.0
28	27546.0	23128.0	0.925	4092.0	1.0
39	22467.0	16288.0	0.8938	2697.0	1.0
3	21468.0	18604.0	0.9625	3327.0	1.0
2	24754.0	17373.0	0.9125	3315.0	1.0
20	20866.0	16418.0	0.9125	3217.0	1.0
18	19559.0	15798.0	0.95	2497.0	1.0
29	23273.0	18210.0	0.9187	2484.0	1.0
6	22910.0	17504.0	0.9187	2456.0	1.0
0	24300.0	17321.0	0.9062	2992.0	1.0
16	22192.0	18222.0	0.95	2432.0	1.0
37	19657.0	16692.0	0.975	2625.0	1.0
34	17890.0	14819.0	0.95	2373.0	1.0
21	20096.0	17398.0	0.9375	2793.0	1.0
10	21369.0	15931.0	0.9375	2429.0	1.0
37	18452.0	16436.0	0.975	2371.0	1.0
5	17832.0	16050.0	0.9562	2339.0	1.0
5	20173.0	16878.0	0.9437	1960.0	1.0
1	17959.0	16117.0	0.9563	2520.0	1.0
11	22739.0	20752.0	0.95	3210.0	1.0
17	23630.0	19621.0	0.9438	3481.0	1.0
27	22621.0	19251.0	0.9437	2324.0	1.0
35	21270.0	16589.0	0.9375	2775.0	1.0
3	25332.0	19697.0	0.95	2974.0	1.0
25	19213.0	17456.0	0.95	3045.0	1.0
13	21808.0	17834.0	0.9313	2586.0	1.0
35	19403.0	17184.0	0.9563	3373.0	1.0
28	20994.0	19657.0	0.975	2255.0	1.0
18	22018.0	17339.0	0.9313	2434.0	1.0
0	27292.0	19272.0	0.9	2660.0	1.0
36	23237.0	18517.0	0.925	2657.0	1.0
12	19195.0	14756.0	0.9188	2666.0	1.0
0	20000.0	17535.0	0.9313	3079.0	1.0
9	23431.0	18994.0	0.9375	2518.0	1.0
2	20382.0	17440.0	0.95	2932.0	1.0
11	23510.0	18222.0	0.9188	3196.0	1.0
15	17843.0	16086.0	0.9437	2512.0	1.0
33	21719.0	15815.0	0.875	3276.0	1.0
38	26407.0	19363.0	0.9	2908.0	1.0
12	19829.0	16170.0	0.9563	2509.0	1.0
37	22136.0	17546.0	0.9125	3167.0	1.0
27	20948.0	16443.0	0.9188	2694.0	1.0
23	19216.0	17023.0	0.9688	2058.0	1.0
26	18676.0	16224.0	0.9438	2644.0	1.0
14	24822.0	18730.0	0.9062	3954.0	1.0
0	26405.0	18879.0	0.9	2763.0	1.0
22	22851.0	17626.0	0.925	2326.0	1.0
6	24133.0	19699.0	0.9375	2457.0	1.0
25	24468.0	19946.0	0.9375	2276.0	1.0
28	23375.0	16242.0	0.9063	2465.0	1.0
9	22462.0	16904.0	0.9125	1975.0	1.0
15	18439.0	14842.0	0.9313	2464.0	1.0
36	24291.0	19592.0	0.9313	2617.0	1.0
7	26661.0	19576.0	0.8688	3865.0	1.0
14	27190.0	21006.0	0.9188	4504.0	1.0
31	17737.0	17281.0	0.975	2612.0	1.0
32	21910.0	16186.0	0.9062	2377.0	1.0
13	24540.0	17501.0	0.8938	2416.0	1.0
18	25689.0	19859.0	0.9313	2941.0	1.0
19	22788.0	17997.0	0.9375	2745.0	1.0
37	24408.0	17904.0	0.9	3210.0	1.0
8	29325.0	21503.0	0.9188	3045.0	1.0
34	16936.0	15388.0	0.95	2366.0	1.0
38	25845.0	19156.0	0.9125	3088.0	1.0
39	15682.0	14847.0	0.975	2506.0	1.0
2	22285.0	17851.0	0.9313	2717.0	1.0
24	26446.0	19958.0	0.9187	3318.0	1.0
27	19554.0	16717.0	0.9562	3712.0	1.0
31	24357.0	18070.0	0.9063	2849.0	1.0
39	20581.0	17090.0	0.9187	3186.0	1.0
36	22269.0	16264.0	0.9187	2735.0	1.0
17	25508.0	18746.0	0.8938	2698.0	1.0
5	20377.0	16415.0	0.9125	3858.0	1.0
21	19833.0	16104.0	0.925	3016.0	1.0
21	17491.0	16949.0	0.9562	1797.0	1.0
12	28373.0	20379.0	0.9125	3385.0	1.0
36	21090.0	15461.0	0.9312	1954.0	1.0
31	19935.0	17887.0	0.975	2696.0	1.0
27	33396.0	22500.0	0.9062	4461.0	1.0
3	22618.0	17344.0	0.9438	2511.0	1.0
6	29099.0	21156.0	0.8937	4337.0	1.0
19	24732.0	18750.0	0.9375	2519.0	1.0
29	25323.0	19030.0	0.9188	2483.0	1.0
23	27113.0	21831.0	0.9438	3633.0	1.0
15	17374.0	15338.0	0.9438	2965.0	1.0
26	24752.0	19382.0	0.9313	3057.0	1.0
35	19692.0	17143.0	0.9562	2313.0	1.0
14	23004.0	18147.0	0.9	3122.0	1.0
17	19091.0	15055.0	0.9563	2684.0	1.0
8	27034.0	19312.0	0.8875	3202.0	1.0
37	19790.0	16490.0	0.9375	2638.0	1.0
38	26176.0	21167.0	0.9688	3018.0	1.0
11	30838.0	21618.0	0.8937	3577.0	1.0
25	21779.0	17090.0	0.9312	2752.0	1.0
9	27592.0	17515.0	0.8563	2683.0	1.0
6	19790.0	16445.0	0.925	3092.0	1.0
11	21978.0	17632.0	0.95	2888.0	1.0
19	26672.0	19809.0	0.9188	2668.0	1.0
6	22048.0	19827.0	0.9688	3518.0	1.0
9	20897.0	17389.0	0.95	3066.0	1.0
32	19304.0	16416.0	0.9437	3279.0	1.0
29	23243.0	19395.0	0.9188	3453.0	1.0
36	20900.0	16412.0	0.9375	2636.0	1.0
36	20236.0	17168.0	0.9312	2268.0	1.0
16	22625.0	15910.0	0.9	3032.0	1.0
8	25094.0	18860.0	0.9062	2994.0	1.0
12	18483.0	16288.0	0.9688	2840.0	1.0
20	19877.0	16987.0	0.925	2921.0	1.0
9	21707.0	16832.0	0.9187	3552.0	1.0
35	24731.0	17923.0	0.925	3059.0	1.0
14	19882.0	16850.0	0.9562	2026.0	1.0
23	21839.0	18433.0	0.9375	2511.0	1.0
19	19470.0	15209.0	0.9125	2706.0	1.0
30	25779.0	18966.0	0.9125	2539.0	1.0
33	25907.0	19597.0	0.925	2635.0	1.0
10	23408.0	18552.0	0.9	4139.0	1.0
2	21636.0	17250.0	0.9375	2332.0	1.0
29	21061.0	17454.0	0.9438	2392.0	1.0
23	21285.0	17409.0	0.9313	3500.0	1.0
14	22224.0	17256.0	0.9125	3018.0	1.0
2	24062.0	18920.0	0.9187	2716.0	1.0
28	21220.0	16508.0	0.9375	2120.0	1.0
24	24310.0	19158.0	0.925	3132.0	1.0
36	20242.0	16601.0	0.9313	2507.0	1.0
29	20203.0	15228.0	0.9062	2764.0	1.0
19	20607.0	18087.0	0.9438	2795.0	1.0
8	20957.0	18551.0	0.9625	2305.0	1.0
6	17462.0	15759.0	0.9812	2003.0	1.0
14	18918.0	16750.0	0.9375	2649.0	1.0
11	30436.0	21324.0	0.8875	3899.0	1.0
0	22581.0	18482.0	0.9313	2812.0	1.0
23	20101.0	15684.0	0.9125	2372.0	1.0
17	23021.0	17140.0	0.9125	2517.0	1.0
10	23851.0	19203.0	0.925	3388.0	1.0
6	23675.0	18691.0	0.9438	2884.0	1.0
2	20300.0	14323.0	0.9062	2414.0	1.0
18	23497.0	18596.0	0.925	3113.0	1.0
14	18946.0	16465.0	0.9563	2910.0	1.0
34	23577.0	17092.0	0.9	2463.0	1.0
15	24859.0	17631.0	0.9187	2433.0	1.0
20	29667.0	17534.0	0.8375	3103.0	1.0
9	19190.0	16391.0	0.9313	2728.0	1.0
36	22953.0	19708.0	0.9563	3039.0	1.0
35	21228.0	16957.0	0.9313	3189.0	1.0
2	22999.0	18143.0	0.925	3278.0	1.0
20	25845.0	18798.0	0.9188	2591.0	1.0
1	19868.0	16397.0	0.95	2733.0	1.0
14	23566.0	19713.0	0.9438	3384.0	1.0
13	26949.0	18734.0	0.875	3220.0	1.0
6	17262.0	16135.0	0.9625	2668.0	1.0
6	22869.0	18097.0	0.9313	2668.0	1.0
25	22853.0	17568.0	0.925	2721.0	1.0
11	18901.0	16368.0	0.9563	2959.0	1.0
9	16819.0	13391.0	0.9375	2165.0	1.0
3	20270.0	16851.0	0.9437	2138.0	1.0
25	17568.0	16296.0	0.9562	1998.0	1.0
6	25417.0	18309.0	0.9125	3560.0	1.0
12	19001.0	17310.0	0.9437	2565.0	1.0
2	23940.0	19967.0	0.9438	3979.0	1.0
20	23545.0	20046.0	0.925	4348.0	1.0
28	19249.0	14951.0	0.9438	2399.0	1.0
18	18322.0	16789.0	0.9812	2454.0	1.0
16	23327.0	18438.0	0.9375	3485.0	1.0
2	21491.0	18000.0	0.95	2268.0	1.0
38	22543.0	17348.0	0.9125	2500.0	1.0
8	19934.0	16337.0	0.9313	2414.0	1.0
5	20439.0	17740.0	0.95	2534.0	1.0
32	20047.0	17146.0	0.9437	2590.0	1.0
30	28447.0	19282.0	0.8812	3306.0	1.0
16	20165.0	16768.0	0.9313	2881.0	1.0
5	22775.0	15873.0	0.8875	3136.0	1.0
21	21320.0	18121.0	0.9375	2909.0	1.0
31	26282.0	20333.0	0.9187	3733.0	1.0
36	27277.0	21045.0	0.9313	3261.0	1.0
7	21282.0	19491.0	0.9688	2802.0	1.0
17	27544.0	20108.0	0.8937	3979.0	1.0
23	23162.0	18472.0	0.9375	2693.0	1.0
0	19992.0	16524.0	0.9375	2845.0	1.0
0	17971.0	17017.0	0.9688	2953.0	1.0
16	20312.0	16852.0	0.95	3224.0	1.0
36	18950.0	16481.0	0.95	2287.0	1.0
35	26708.0	21147.0	0.95	3273.0	1.0
39	30506.0	21192.0	0.9062	3381.0	1.0
26	19402.0	17675.0	0.9625	3282.0	1.0
32	24180.0	20567.0	0.9625	3110.0	1.0
17	19671.0	14670.0	0.9188	2974.0	1.0
16	18496.0	15875.0	0.9375	2688.0	1.0
6	27272.0	21696.0	0.9438	3197.0	1.0
14	13821.0	13248.0	0.9688	1924.0	1.0
1	19779.0	18528.0	0.9625	2763.0	1.0
39	19512.0	15214.0	0.9125	2513.0	1.0
24	23936.0	18756.0	0.9312	2697.0	1.0
33	21612.0	17110.0	0.9125	2968.0	1.0
22	19651.0	18386.0	0.9688	2931.0	1.0
1	18422.0	15804.0	0.9563	2140.0	1.0
12	20360.0	17761.0	0.9625	2431.0	1.0
28	19122.0	15819.0	0.9437	2353.0	1.0
13	30903.0	21246.0	0.8875	3917.0	1.0
3	19099.0	16588.0	0.9625	2394.0	1.0
4	22209.0	17248.0	0.9063	3573.0	1.0
35	21085.0	18654.0	0.9438	3525.0	1.0
28	17678.0	16651.0	0.9688	2775.0	1.0
29	20007.0	17547.0	0.9562	3552.0	1.0
28	25514.0	21626.0	0.9375	4311.0	1.0
31	28044.0	19741.0	0.8875	3240.0	1.0
33	21776.0	16337.0	0.9	3861.0	1.0
11	23623.0	18552.0	0.9063	3325.0	1.0
19	20890.0	15911.0	0.925	2442.0	1.0
