Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
5	24527.0	19528.0	0.925	3033.0	1.0
1	23348.0	17843.0	0.925	2494.0	1.0
19	31261.0	22819.0	0.925	4704.0	1.0
20	22884.0	18514.0	0.925	2738.0	1.0
29	27682.0	20440.0	0.9188	3935.0	1.0
0	18861.0	17233.0	0.9688	2963.0	1.0
30	23994.0	16753.0	0.9	2226.0	1.0
17	21677.0	16496.0	0.9125	2418.0	1.0
29	20861.0	17862.0	0.95	3155.0	1.0
32	18400.0	15335.0	0.9313	3038.0	1.0
26	17610.0	15673.0	0.9625	2499.0	1.0
14	26646.0	16999.0	0.8688	3410.0	1.0
6	21676.0	16944.0	0.9187	3016.0	1.0
19	29147.0	20302.0	0.9125	2557.0	1.0
16	25417.0	17497.0	0.9	2611.0	1.0
36	23437.0	19806.0	0.9313	2797.0	1.0
30	23592.0	19382.0	0.9062	3882.0	1.0
3	22958.0	19245.0	0.9313	3076.0	1.0
36	27377.0	20082.0	0.9063	4208.0	1.0
22	22790.0	18680.0	0.9375	3508.0	1.0
17	17821.0	15690.0	0.9375	2373.0	1.0
36	19160.0	16481.0	0.9438	2543.0	1.0
30	22145.0	17868.0	0.925	3269.0	1.0
38	30587.0	24616.0	0.9437	2960.0	1.0
38	22587.0	17367.0	0.9375	2669.0	1.0
34	29065.0	21472.0	0.9	3286.0	1.0
25	18816.0	15880.0	0.95	2243.0	1.0
11	18853.0	16768.0	0.9625	3114.0	1.0
1	20092.0	18112.0	0.975	2613.0	1.0
9	25007.0	17440.0	0.9	2885.0	1.0
27	24566.0	19496.0	0.9438	3148.0	1.0
8	23724.0	17755.0	0.9188	2666.0	1.0
22	23653.0	18632.0	0.9313	3913.0	1.0
26	24403.0	19607.0	0.9563	2982.0	1.0
15	13966.0	12834.0	0.9688	1795.0	1.0
22	24262.0	16806.0	0.8875	3052.0	1.0
7	27586.0	19796.0	0.9125	2990.0	1.0
2	21047.0	16474.0	0.9313	2342.0	1.0
23	25377.0	20115.0	0.9312	3749.0	1.0
5	23643.0	19257.0	0.9313	2796.0	1.0
7	21133.0	17362.0	0.95	2645.0	1.0
13	23734.0	16744.0	0.9187	2787.0	1.0
13	20340.0	14924.0	0.8812	2518.0	1.0
23	26144.0	20905.0	0.9187	4398.0	1.0
20	26508.0	20309.0	0.9125	4044.0	1.0
6	23158.0	18262.0	0.9187	3317.0	1.0
34	21086.0	17610.0	0.95	2907.0	1.0
13	24318.0	17929.0	0.9125	3427.0	1.0
39	25107.0	21593.0	0.9625	3519.0	1.0
6	15489.0	14241.0	0.9688	2114.0	1.0
7	17967.0	15551.0	0.9562	2690.0	1.0
31	22125.0	18956.0	0.95	2762.0	1.0
25	27903.0	18769.0	0.8688	3611.0	1.0
25	25083.0	17592.0	0.9125	3114.0	1.0
26	19994.0	15163.0	0.925	2363.0	1.0
3	28180.0	21371.0	0.9375	3107.0	1.0
28	21994.0	16744.0	0.9187	2565.0	1.0
4	26625.0	20527.0	0.925	2728.0	1.0
38	23750.0	19332.0	0.9375	2892.0	1.0
37	25826.0	19581.0	0.9375	2770.0	1.0
25	20089.0	17256.0	0.9375	2774.0	1.0
16	22130.0	18210.0	0.9437	2833.0	1.0
23	20291.0	17876.0	0.95	3107.0	1.0
16	23342.0	18985.0	0.9313	3133.0	1.0
5	20013.0	18106.0	0.9688	3348.0	1.0
23	26932.0	17620.0	0.8938	2792.0	1.0
30	25605.0	19472.0	0.9437	2439.0	1.0
26	23118.0	17793.0	0.9063	3073.0	1.0
29	29793.0	23322.0	0.9438	3171.0	1.0
30	16125.0	14775.0	0.9563	2697.0	1.0
2	18554.0	16228.0	0.9563	2757.0	1.0
3	27085.0	20527.0	0.9125	2996.0	1.0
5	21396.0	17626.0	0.9563	2943.0	1.0
12	25862.0	17977.0	0.9	3246.0	1.0
17	31243.0	20629.0	0.8687	3648.0	1.0
