Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
36	22983.0	16878.0	0.9188	3013.0	1.0
5	19076.0	15824.0	0.9625	2603.0	1.0
38	23658.0	16297.0	0.8813	2372.0	1.0
11	28405.0	19399.0	0.8625	3769.0	1.0
5	20412.0	15972.0	0.925	2838.0	1.0
4	25168.0	22140.0	0.9563	3318.0	1.0
38	24500.0	20545.0	0.925	3881.0	1.0
21	21536.0	15983.0	0.9375	2428.0	1.0
2	24373.0	20536.0	0.9563	3204.0	1.0
25	24192.0	19944.0	0.9375	3398.0	1.0
10	24476.0	16558.0	0.8812	2583.0	1.0
16	19156.0	16214.0	0.9563	2747.0	1.0
29	21239.0	16604.0	0.9313	2697.0	1.0
18	21393.0	16812.0	0.9375	2841.0	1.0
7	22037.0	18063.0	0.9562	2386.0	1.0
17	20220.0	17504.0	0.9625	2863.0	1.0
22	18264.0	17485.0	0.9875	2811.0	1.0
14	23873.0	17868.0	0.9313	2566.0	1.0
38	19410.0	15159.0	0.925	2394.0	1.0
6	24047.0	19866.0	0.9375	3228.0	1.0
6	19131.0	15293.0	0.9125	3260.0	1.0
14	23675.0	18454.0	0.9438	2788.0	1.0
6	23662.0	16034.0	0.875	3165.0	1.0
32	21154.0	18253.0	0.9437	3297.0	1.0
18	23064.0	18307.0	0.9313	3249.0	1.0
9	27385.0	20578.0	0.9313	3094.0	1.0
11	18779.0	15359.0	0.9563	2579.0	1.0
29	22027.0	18449.0	0.9375	2997.0	1.0
18	19302.0	16687.0	0.9375	2874.0	1.0
4	22112.0	20799.0	0.975	3443.0	1.0
12	26541.0	18922.0	0.8875	3715.0	1.0
27	21106.0	18181.0	0.9375	2745.0	1.0
30	24042.0	19613.0	0.9312	2827.0	1.0
8	24508.0	18361.0	0.8938	3138.0	1.0
16	23957.0	18670.0	0.925	2402.0	1.0
16	30983.0	20490.0	0.8812	3580.0	1.0
22	23759.0	17980.0	0.9188	2953.0	1.0
35	23978.0	19768.0	0.925	3603.0	1.0
15	20241.0	18594.0	0.9563	2811.0	1.0
21	25842.0	18433.0	0.8938	3056.0	1.0
36	21143.0	17444.0	0.9375	3043.0	1.0
4	19156.0	15803.0	0.9188	3895.0	1.0
26	27908.0	21652.0	0.9313	3574.0	1.0
