[
[-1.057036,-0.904793,-1.627683],
[-0.951210,-1.543393,-1.652689],
[-1.143012,-1.943825,-1.704224],
[-0.792456,-0.867625,-1.954244],
[-2.242359,-1.939327,-1.696721],
[-2.335426,-1.985879,-1.653965],
[-2.133642,-2.153280,-1.664309],
[-2.153533,-1.973502,-1.632281],
[-2.239090,-2.126331,-1.590877],
[-2.116482,-2.062976,-1.566676],
]
