Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	73319.0	23640.0	0.7555	2963.0	1.0
2	43693.0	22135.0	0.852	3027.0	1.0
3	35508.0	21885.0	0.884	3198.0	1.0
4	36564.0	21837.0	0.873	3328.0	1.0
5	42360.0	21204.0	0.844	2920.0	1.0
6	47305.0	21747.0	0.83	2957.0	1.0
7	59556.0	22732.0	0.7965	3156.0	1.0
8	74125.0	22248.0	0.7465	2937.0	1.0
9	47313.0	20590.0	0.818	2703.0	1.0
10	42742.0	22416.0	0.846	3122.0	1.0
