Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	66490.0	41872.0	0.3422	15742.0	1.0
2	67322.0	35912.0	0.2004	18618.0	1.0
3	66895.0	42596.0	0.2316	19419.0	1.0
4	66682.0	42912.0	0.3235	16364.0	1.0
5	67088.0	33007.0	0.0901	31260.0	0.991
6	67530.0	32869.0	0.0894	33180.0	0.9747
7	67136.0	42913.0	0.2299	20978.0	1.0
8	66856.0	42536.0	0.2812	17855.0	1.0
9	66965.0	41752.0	0.2555	17349.0	1.0
10	67374.0	42135.0	0.2067	20518.0	1.0
