Runs 	Weibull Discovery Time 	Discovery Time 	Fraction Discovery 	Information Time 	Fraction Information
   1 	                5229.0 	        5229.0 	             1.0   	           712.0 	                 1.0
   2 	                5488.0 	        5639.0 	             0.995 	           692.0 	                 1.0
   3 	                5932.0 	        6605.0 	             0.995 	           731.0 	                 1.0
   4 	                5640.0 	        5501.0 	             0.997 	           783.0 	                 1.0
   5 	                4950.0 	        4950.0 	             1.0   	           713.0 	                 1.0
   6 	                5739.0 	        5668.0 	             0.997 	           671.0 	                 1.0
   7 	                5444.0 	        5444.0 	             1.0   	           885.0 	                 1.0
   8 	                5023.0 	        5333.0 	             0.999 	           738.0 	                 1.0
   9 	                5472.0 	        5744.0 	             0.992 	           652.0 	                 1.0
  10 	                5549.0 	        5596.0 	             0.999 	           731.0 	                 1.0
