Runs 	Weibull Discovery Time 	Discovery Time 	Fraction Discovery 	Information Time 	Fraction Information
   1 	               66523.0 	       26978.0 	            0.1988 	         16807.0 	              0.9988
   2 	               68295.0 	       33446.0 	            0.4622 	         10139.0 	              1.0
   3 	               66436.0 	       31058.0 	            0.2947 	          9465.0 	              0.99
   4 	               66467.0 	       33289.0 	            0.3358 	          9398.0 	              1.0
   5 	               67963.0 	       32657.0 	            0.4135 	         10465.0 	              1.0
   6 	               68444.0 	       34917.0 	            0.4928 	         10801.0 	              1.0
   7 	               67885.0 	       31736.0 	            0.4082 	         10022.0 	              1.0
   8 	               67855.0 	       34340.0 	            0.4382 	         11227.0 	              1.0
   9 	               69836.0 	       31546.0 	            0.4517 	          9928.0 	              1.0
  10 	               66493.0 	       30847.0 	            0.24   	         12302.0 	              1.0
