Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	67698.0	15034.0	0.167	15665.0	0.6655
2	66421.0	33370.0	0.3935	21800.0	0.999
3	67209.0	30888.0	0.2985	27321.0	0.9255
4	67639.0	37381.0	0.498	15781.0	1.0
5	72056.0	8343.0	0.157	8640.0	0.573
6	67594.0	34274.0	0.427	14720.0	0.9965
7	68110.0	25878.0	0.2145	24540.0	0.8675
8	66539.0	6527.0	0.141	6146.0	0.489
9	71427.0	34284.0	0.5735	13030.0	1.0
10	67235.0	16414.0	0.191	18037.0	0.772
