Runs 	Weibull Discovery Time 	Discovery Time 	Fraction Discovery 	Information Time 	Fraction Information
   1 	               66539.0 	       31702.0 	            0.3322 	          9517.0 	              0.9997
   2 	               66458.0 	       31064.0 	            0.304  	          9089.0 	              0.9997
   3 	               66438.0 	       33050.0 	            0.308  	          9589.0 	              1.0
   4 	               66420.0 	       34684.0 	            0.3393 	          9993.0 	              1.0
   5 	               66589.0 	       33064.0 	            0.3348 	          9961.0 	              1.0
   6 	               66598.0 	       34078.0 	            0.3602 	          9877.0 	              0.9997
   7 	               66472.0 	       33438.0 	            0.3322 	          9514.0 	              1.0
   8 	               66546.0 	       30460.0 	            0.324  	          9150.0 	              0.9995
   9 	               66498.0 	       32100.0 	            0.3305 	         10534.0 	              1.0
  10 	               66582.0 	       31918.0 	            0.346  	          9142.0 	              1.0
