Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
4	27714.0	17590.0	0.875	2929.0	1.0
3	24525.0	17344.0	0.9187	2694.0	1.0
33	26850.0	19090.0	0.8938	3531.0	1.0
28	24485.0	19587.0	0.9375	2734.0	1.0
2	27608.0	21213.0	0.9375	2740.0	1.0
15	22303.0	17230.0	0.925	2315.0	1.0
12	16633.0	14797.0	0.975	2055.0	1.0
15	26294.0	19618.0	0.9188	3428.0	1.0
27	26635.0	22885.0	0.95	3483.0	1.0
3	27087.0	22028.0	0.9438	2613.0	1.0
12	24764.0	18979.0	0.8938	3003.0	1.0
2	22866.0	18328.0	0.9437	2917.0	1.0
3	19842.0	16233.0	0.9562	2393.0	1.0
26	23946.0	19682.0	0.9313	2468.0	1.0
23	24541.0	20468.0	0.95	3228.0	1.0
7	22648.0	19497.0	0.9375	3503.0	1.0
22	16486.0	15848.0	0.975	2437.0	1.0
0	21650.0	17784.0	0.9125	2828.0	1.0
10	23036.0	19292.0	0.95	2731.0	1.0
21	19964.0	14756.0	0.9438	2060.0	1.0
20	25622.0	22148.0	0.95	4277.0	1.0
20	31236.0	21813.0	0.8812	4008.0	1.0
0	27561.0	19536.0	0.9	3156.0	1.0
2	24762.0	18094.0	0.9062	2622.0	1.0
27	21902.0	17103.0	0.9437	2285.0	1.0
13	22179.0	19692.0	0.9437	3851.0	1.0
35	21837.0	18188.0	0.9688	2744.0	1.0
37	24619.0	19748.0	0.925	2613.0	1.0
32	25937.0	20126.0	0.9188	3594.0	1.0
21	26462.0	21603.0	0.9313	4016.0	1.0
14	20117.0	17174.0	0.9563	2858.0	1.0
30	16862.0	15070.0	0.95	2544.0	1.0
17	22862.0	19745.0	0.9563	2862.0	1.0
30	15120.0	14755.0	0.9813	2657.0	1.0
5	28246.0	21514.0	0.9313	2945.0	1.0
26	17750.0	16727.0	0.975	2790.0	1.0
11	18195.0	15841.0	0.9688	2492.0	1.0
8	22124.0	17000.0	0.9375	2161.0	1.0
27	24963.0	18431.0	0.925	3015.0	1.0
27	20158.0	16105.0	0.925	2848.0	1.0
11	24419.0	19294.0	0.9313	4015.0	1.0
16	21503.0	17428.0	0.9312	3109.0	1.0
5	28683.0	20900.0	0.9313	2669.0	1.0
33	22241.0	18757.0	0.9375	4130.0	1.0
27	20837.0	17110.0	0.9437	2407.0	1.0
4	19865.0	19087.0	0.9813	2584.0	1.0
14	29606.0	20203.0	0.8688	3808.0	1.0
32	17826.0	15924.0	0.9375	2692.0	1.0
27	27912.0	20677.0	0.8875	3586.0	1.0
33	24886.0	19381.0	0.9062	2952.0	1.0
35	20309.0	18744.0	0.9688	2617.0	1.0
7	26429.0	20408.0	0.9188	3427.0	1.0
10	27105.0	18245.0	0.9	2726.0	1.0
6	23850.0	18184.0	0.9188	3060.0	1.0
28	21264.0	18326.0	0.95	3351.0	1.0
37	28237.0	19102.0	0.9	3324.0	1.0
34	21556.0	16445.0	0.9125	2891.0	1.0
21	24399.0	20154.0	0.9125	4038.0	1.0
28	23140.0	18944.0	0.9375	3033.0	1.0
32	29231.0	19991.0	0.8813	2886.0	1.0
5	30168.0	21942.0	0.8938	4067.0	1.0
4	19542.0	16562.0	0.975	2355.0	1.0
27	21654.0	18112.0	0.9563	2846.0	1.0
25	15029.0	15978.0	0.9938	2500.0	1.0
33	18160.0	15749.0	0.9438	2981.0	1.0
29	20632.0	17280.0	0.9437	2652.0	1.0
30	30473.0	20019.0	0.8938	2941.0	1.0
1	21228.0	17279.0	0.95	2480.0	1.0
10	19676.0	17630.0	0.9313	3134.0	1.0
