Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	30123.0	19786.0	0.8955	3077.0	1.0
2	30145.0	19833.0	0.902	3137.0	1.0
3	33293.0	21207.0	0.881	3314.0	1.0
4	30672.0	20539.0	0.903	3075.0	1.0
5	28175.0	19578.0	0.905	3275.0	1.0
6	29384.0	20023.0	0.9065	3079.0	1.0
7	33496.0	21253.0	0.892	3164.0	1.0
8	29460.0	19859.0	0.9035	3188.0	1.0
9	28243.0	18954.0	0.9085	2920.0	1.0
10	29361.0	19852.0	0.896	3108.0	1.0
