Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	32198.0	21379.0	0.9105	3028.0	1.0
1	33502.0	19323.0	0.863	3149.0	1.0
2	35102.0	20485.0	0.869	3116.0	1.0
3	75596.0	22993.0	0.748	3366.0	1.0
4	39236.0	20660.0	0.8465	3143.0	1.0
5	63435.0	22636.0	0.7745	3458.0	1.0
6	114162.0	24752.0	0.6985	3547.0	1.0
7	54487.0	23652.0	0.81	2999.0	1.0
8	51297.0	20754.0	0.801	3172.0	1.0
9	33697.0	21792.0	0.896	3363.0	1.0
10	33203.0	21952.0	0.8995	3339.0	1.0
11	32771.0	21295.0	0.8905	3144.0	1.0
12	31000.0	20852.0	0.8965	3126.0	1.0
13	33375.0	20751.0	0.8875	3148.0	1.0
14	53896.0	22875.0	0.8035	3124.0	1.0
15	96426.0	24251.0	0.5435	4109.0	1.0
16	115203.0	24332.0	0.632	3889.0	1.0
17	33993.0	21074.0	0.8825	3032.0	1.0
18	34252.0	20515.0	0.8745	2834.0	1.0
19	108748.0	25068.0	0.689	3688.0	1.0
20	71266.0	22628.0	0.7695	2746.0	1.0
21	87968.0	23058.0	0.742	2702.0	1.0
22	42526.0	24275.0	0.859	3516.0	1.0
23	37936.0	20756.0	0.859	2992.0	1.0
24	40508.0	20644.0	0.8465	2992.0	1.0
25	52561.0	22650.0	0.8145	2987.0	1.0
26	33672.0	20633.0	0.883	2984.0	1.0
27	34394.0	21100.0	0.885	2988.0	1.0
28	34703.0	21988.0	0.8875	3212.0	1.0
29	34654.0	21471.0	0.899	3301.0	1.0
30	31818.0	20304.0	0.895	3018.0	1.0
31	49862.0	22053.0	0.8145	3282.0	1.0
32	46822.0	21441.0	0.8225	3422.0	1.0
33	100269.0	26515.0	0.6935	4761.0	1.0
34	79636.0	24273.0	0.753	3023.0	1.0
35	45391.0	21118.0	0.832	2810.0	1.0
36	51725.0	22390.0	0.815	3235.0	1.0
37	35859.0	20159.0	0.857	2973.0	1.0
38	32339.0	20545.0	0.895	2825.0	1.0
39	49899.0	21381.0	0.8095	3323.0	1.0
40	80519.0	21018.0	0.7375	2808.0	1.0
41	70107.0	22034.0	0.7625	3119.0	1.0
42	33782.0	20305.0	0.8665	3282.0	1.0
43	33875.0	19751.0	0.8715	3001.0	1.0
