Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	90334.0	94665.0	0.8367	4478.0	1.0
1	133552.0	106854.0	0.7	4460.0	1.0
2	115002.0	105111.0	0.7494	4528.0	1.0
3	98066.0	98340.0	0.7769	4418.0	1.0
4	125127.0	105651.0	0.7081	4796.0	1.0
5	103134.0	100789.0	0.7641	4472.0	1.0
6	128895.0	106311.0	0.7	4295.0	1.0
7	96044.0	100910.0	0.8109	4620.0	1.0
8	97241.0	96910.0	0.7856	4499.0	1.0
9	96289.0	97104.0	0.7987	4232.0	1.0
10	99726.0	101543.0	0.7872	4631.0	1.0
11	107053.0	102064.0	0.768	4654.0	1.0
12	122775.0	104748.0	0.7151	4522.0	1.0
13	104629.0	99878.0	0.7649	4390.0	1.0
14	93585.0	95963.0	0.8146	4563.0	1.0
15	115453.0	103132.0	0.7359	4819.0	1.0
16	118173.0	105892.0	0.7424	4507.0	1.0
17	97314.0	100536.0	0.8111	4861.0	1.0
18	99918.0	97777.0	0.7854	4458.0	1.0
19	94743.0	97544.0	0.818	4543.0	1.0
20	98910.0	103356.0	0.8079	4659.0	1.0
21	105748.0	102068.0	0.7735	4741.0	1.0
22	96158.0	99621.0	0.8104	4372.0	1.0
23	101641.0	99704.0	0.7836	4277.0	1.0
24	107108.0	99833.0	0.7561	4420.0	1.0
25	132612.0	106263.0	0.6896	4632.0	1.0
26	120095.0	101644.0	0.7141	4356.0	1.0
27	105276.0	101562.0	0.7676	4381.0	1.0
28	86665.0	92708.0	0.8511	4757.0	1.0
29	106956.0	101741.0	0.7644	4587.0	1.0
30	92595.0	94499.0	0.807	4551.0	1.0
31	104557.0	102628.0	0.7788	4482.0	1.0
32	94833.0	97926.0	0.7992	4642.0	1.0
33	89372.0	94670.0	0.8228	5016.0	1.0
34	131879.0	106647.0	0.7101	4510.0	1.0
35	93830.0	96473.0	0.8169	4541.0	1.0
36	96144.0	98936.0	0.8058	4436.0	1.0
37	108368.0	102323.0	0.7666	4664.0	1.0
38	139557.0	109571.0	0.7032	4693.0	1.0
39	132271.0	106892.0	0.6944	4509.0	1.0
40	109739.0	102734.0	0.7422	4554.0	1.0
41	94447.0	97880.0	0.8062	4651.0	1.0
42	137268.0	105242.0	0.676	4545.0	1.0
43	123033.0	106366.0	0.7158	4578.0	1.0
44	95762.0	99229.0	0.8079	4754.0	1.0
45	107924.0	101452.0	0.7638	4437.0	1.0
46	115961.0	104217.0	0.737	4523.0	1.0
47	125220.0	107417.0	0.7192	4523.0	1.0
48	108120.0	101394.0	0.755	4854.0	1.0
49	97856.0	100568.0	0.8086	4687.0	1.0
50	120604.0	104530.0	0.7295	4215.0	1.0
51	96570.0	97022.0	0.786	4550.0	1.0
52	93088.0	96300.0	0.8157	4571.0	1.0
53	120467.0	104447.0	0.7228	4654.0	1.0
54	101540.0	101148.0	0.7905	4530.0	1.0
55	114061.0	104176.0	0.744	4534.0	1.0
56	121098.0	103209.0	0.7043	4694.0	1.0
57	122569.0	107260.0	0.7269	4829.0	1.0
58	119778.0	105762.0	0.7331	4438.0	1.0
59	109724.0	101971.0	0.7534	4608.0	1.0
60	115055.0	105399.0	0.7426	4710.0	1.0
61	95642.0	97557.0	0.8116	4529.0	1.0
62	100666.0	99092.0	0.778	4478.0	1.0
63	93203.0	97593.0	0.8	4182.0	1.0
64	96165.0	88910.0	0.7457	4743.0	1.0
65	106926.0	103174.0	0.7664	4477.0	1.0
66	113644.0	102511.0	0.749	4504.0	1.0
67	116610.0	103893.0	0.7345	4631.0	1.0
68	94647.0	98538.0	0.8019	4833.0	1.0
69	96629.0	97751.0	0.8036	4587.0	1.0
70	113931.0	105309.0	0.7468	4780.0	1.0
71	118252.0	100701.0	0.6902	4635.0	1.0
72	97040.0	100242.0	0.803	4748.0	1.0
73	99900.0	98805.0	0.789	4636.0	1.0
74	127199.0	103910.0	0.6891	4775.0	1.0
75	104424.0	102510.0	0.7646	4780.0	1.0
76	110035.0	103645.0	0.7666	4498.0	1.0
77	99195.0	96847.0	0.7784	4725.0	1.0
78	120490.0	104608.0	0.7095	4537.0	1.0
79	92103.0	93831.0	0.8145	4357.0	1.0
80	110769.0	103895.0	0.7486	4761.0	1.0
81	91696.0	96767.0	0.8187	4561.0	1.0
82	102883.0	100221.0	0.7701	4457.0	1.0
83	95009.0	99689.0	0.8177	4791.0	1.0
84	100440.0	100516.0	0.7804	4428.0	1.0
85	130179.0	101332.0	0.6786	4531.0	1.0
86	100064.0	100499.0	0.7763	4609.0	1.0
87	93445.0	96454.0	0.802	4682.0	1.0
88	112967.0	101811.0	0.7241	4586.0	1.0
89	100434.0	100036.0	0.7809	4621.0	1.0
90	88615.0	93669.0	0.8298	4736.0	1.0
91	126589.0	103485.0	0.6841	4735.0	1.0
92	105039.0	101653.0	0.7699	4515.0	1.0
93	98684.0	99588.0	0.7955	4440.0	1.0
94	89006.0	95932.0	0.8369	4611.0	1.0
95	108739.0	102455.0	0.7597	4469.0	1.0
96	132860.0	105353.0	0.6854	4554.0	1.0
97	105044.0	98151.0	0.7349	4391.0	1.0
98	99369.0	98060.0	0.7775	4471.0	1.0
99	97732.0	99588.0	0.8063	4707.0	1.0
