Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	32923.0	29317.0	0.9495	8118.0	1.0
2	36757.0	33620.0	0.9435	11391.0	1.0
3	37124.0	33206.0	0.961	8965.0	1.0
4	36649.0	32445.0	0.956	9183.0	1.0
5	36343.0	32980.0	0.952	8963.0	1.0
6	34045.0	30204.0	0.971	6695.0	1.0
