Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	56110.0	22436.0	0.8037	2820.0	1.0
2	62843.0	23069.0	0.7852	3065.0	1.0
3	60716.0	22932.0	0.7918	3001.0	1.0
4	68955.0	22940.0	0.7664	3063.0	1.0
5	59576.0	23434.0	0.8008	2989.0	1.0
6	68806.0	23112.0	0.7705	3003.0	1.0
7	61618.0	22466.0	0.7847	2990.0	1.0
8	61107.0	22613.0	0.7861	3001.0	1.0
9	70720.0	22891.0	0.7589	2978.0	1.0
10	67777.0	22577.0	0.7729	2815.0	1.0
