Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	24202.0	20751.0	0.9715	3203.0	1.0
1	23887.0	20230.0	0.9675	3293.0	1.0
2	24613.0	20468.0	0.969	3051.0	1.0
3	23093.0	19506.0	0.975	2982.0	1.0
4	23058.0	19404.0	0.9715	2968.0	1.0
5	23289.0	20099.0	0.9745	2978.0	1.0
6	24429.0	20653.0	0.9645	3357.0	1.0
7	23188.0	19291.0	0.9725	2883.0	1.0
8	21661.0	18990.0	0.9795	2895.0	1.0
9	23155.0	19913.0	0.9735	2908.0	1.0
