Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	212583.0	104098.0	0.4675	22306.0	1.0
1	181015.0	106698.0	0.5515	18569.0	1.0
2	98753.0	87437.0	0.7235	14898.0	1.0
3	88620.0	90118.0	0.787	15569.0	1.0
4	99975.0	98408.0	0.7545	16239.0	1.0
5	158113.0	103923.0	0.5885	16265.0	1.0
6	147022.0	95711.0	0.54	17258.0	1.0
7	95971.0	94041.0	0.7775	16130.0	1.0
8	311890.0	111237.0	0.468	23992.0	0.989
9	102163.0	95904.0	0.7485	14855.0	1.0
10	101956.0	98099.0	0.762	15210.0	1.0
11	97350.0	91339.0	0.7465	15756.0	1.0
12	93445.0	89285.0	0.7645	15047.0	1.0
13	103770.0	94993.0	0.719	16441.0	1.0
14	181989.0	93060.0	0.448	21443.0	0.9945
15	90808.0	92580.0	0.817	15465.0	1.0
16	121590.0	101881.0	0.6955	17546.0	1.0
17	144370.0	105190.0	0.626	19329.0	1.0
18	100436.0	92361.0	0.705	17683.0	1.0
19	87290.0	85732.0	0.784	14656.0	1.0
20	98853.0	93151.0	0.744	16540.0	1.0
21	136962.0	108352.0	0.664	18233.0	1.0
22	101710.0	96447.0	0.7155	16103.0	1.0
23	108162.0	78705.0	0.5565	15490.0	1.0
24	269816.0	108937.0	0.4405	28881.0	0.998
25	113720.0	88363.0	0.66	13758.0	1.0
26	122726.0	98242.0	0.6665	14936.0	1.0
27	92105.0	90704.0	0.775	15740.0	1.0
28	102083.0	93599.0	0.719	15489.0	1.0
29	95170.0	91463.0	0.779	14368.0	1.0
30	94014.0	89653.0	0.765	14751.0	1.0
31	96501.0	87886.0	0.7225	15449.0	1.0
32	102365.0	93147.0	0.69	17974.0	1.0
33	283620.0	108933.0	0.4805	20050.0	1.0
34	108960.0	93874.0	0.6595	21488.0	1.0
35	105269.0	91737.0	0.6745	15838.0	1.0
36	166000.0	105090.0	0.5815	20202.0	1.0
37	94738.0	90364.0	0.7795	15509.0	1.0
38	346262.0	108829.0	0.475	25347.0	0.991
39	130143.0	101391.0	0.641	16920.0	1.0
40	103465.0	92576.0	0.728	17414.0	1.0
41	111183.0	101073.0	0.713	16445.0	1.0
42	121371.0	92824.0	0.638	15205.0	1.0
43	87703.0	85498.0	0.8045	14509.0	1.0
44	224599.0	112055.0	0.607	17469.0	1.0
45	103036.0	88195.0	0.65	18044.0	1.0
46	120017.0	93125.0	0.6585	14670.0	1.0
47	125367.0	98807.0	0.65	16080.0	1.0
48	110769.0	98160.0	0.675	16897.0	1.0
49	250175.0	98602.0	0.4525	20612.0	0.999
50	101188.0	94093.0	0.7465	16487.0	1.0
51	103302.0	91165.0	0.69	15291.0	1.0
52	140764.0	102708.0	0.63	18500.0	1.0
53	103966.0	94198.0	0.6925	15628.0	1.0
54	101348.0	94988.0	0.751	13299.0	1.0
55	89177.0	83559.0	0.7775	14065.0	1.0
56	259156.0	98275.0	0.4455	20025.0	0.987
57	88018.0	90997.0	0.823	16098.0	1.0
58	95371.0	93897.0	0.757	16495.0	1.0
59	95975.0	95170.0	0.772	15211.0	1.0
60	148132.0	91640.0	0.505	18210.0	1.0
61	237604.0	97712.0	0.4475	20299.0	0.9975
62	91817.0	93687.0	0.787	15141.0	1.0
63	91750.0	92144.0	0.805	14561.0	1.0
64	254220.0	100636.0	0.431	21779.0	0.988
65	167091.0	100094.0	0.56	18093.0	1.0
66	121917.0	103942.0	0.714	15557.0	1.0
67	120717.0	100510.0	0.683	16974.0	1.0
68	91350.0	88970.0	0.792	15431.0	1.0
69	100891.0	86674.0	0.663	19924.0	1.0
70	102846.0	88718.0	0.6905	14838.0	1.0
71	134057.0	99456.0	0.655	14879.0	1.0
72	130239.0	99640.0	0.619	16966.0	1.0
73	111521.0	98727.0	0.701	17026.0	1.0
74	97711.0	94122.0	0.7105	15245.0	1.0
75	88663.0	86391.0	0.699	16880.0	1.0
76	96830.0	91591.0	0.7645	15916.0	1.0
77	99880.0	95022.0	0.7465	16380.0	1.0
78	102429.0	94758.0	0.7355	15545.0	1.0
79	98388.0	89781.0	0.758	13863.0	1.0
80	89590.0	87064.0	0.7125	16907.0	1.0
81	163194.0	90238.0	0.4235	22478.0	0.998
82	288030.0	99034.0	0.405	26275.0	0.977
83	86677.0	88902.0	0.828	15616.0	1.0
84	87550.0	78877.0	0.7145	15013.0	1.0
85	98758.0	94082.0	0.788	15391.0	1.0
86	91161.0	92343.0	0.8045	14287.0	1.0
87	91951.0	90949.0	0.7985	15229.0	1.0
88	99895.0	88618.0	0.7635	13862.0	1.0
89	98622.0	96424.0	0.758	15379.0	1.0
90	95795.0	94946.0	0.778	14945.0	1.0
91	192452.0	105564.0	0.5615	20624.0	1.0
92	94147.0	93408.0	0.7845	14370.0	1.0
93	96613.0	95180.0	0.7715	15331.0	1.0
94	95294.0	93693.0	0.795	15701.0	1.0
95	94195.0	91437.0	0.7715	16448.0	1.0
96	175259.0	102162.0	0.5055	22941.0	1.0
97	89902.0	93352.0	0.82	15007.0	1.0
98	96370.0	92278.0	0.7785	14979.0	1.0
99	103180.0	98795.0	0.7495	15669.0	1.0
