Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
41	31085.0	20986.0	0.909	2817.0	1.0
42	73443.0	24083.0	0.7515	3504.0	1.0
43	36874.0	21435.0	0.879	2825.0	1.0
44	34467.0	21389.0	0.891	2810.0	1.0
45	40747.0	20525.0	0.847	2695.0	1.0
46	41582.0	23189.0	0.866	3250.0	1.0
47	30544.0	20747.0	0.9095	2704.0	1.0
48	71124.0	23315.0	0.768	2925.0	1.0
49	31722.0	21100.0	0.9025	3018.0	1.0
50	31775.0	20706.0	0.9035	2736.0	1.0
51	29907.0	20588.0	0.9175	2931.0	1.0
52	29615.0	20320.0	0.9085	2997.0	1.0
53	35464.0	21250.0	0.8845	3015.0	1.0
54	47166.0	22434.0	0.835	3158.0	1.0
55	48879.0	22744.0	0.8385	2820.0	1.0
56	40093.0	22258.0	0.8595	3113.0	1.0
57	43709.0	22628.0	0.8505	2997.0	1.0
58	71329.0	22725.0	0.769	2951.0	1.0
59	54089.0	22633.0	0.813	2807.0	1.0
60	35570.0	21207.0	0.8725	3046.0	1.0
61	37048.0	21756.0	0.87	2835.0	1.0
62	34707.0	20862.0	0.8765	2815.0	1.0
63	40522.0	21541.0	0.848	3156.0	1.0
64	32050.0	20558.0	0.897	2777.0	1.0
65	79816.0	23797.0	0.7435	3123.0	1.0
66	34955.0	21469.0	0.8925	2869.0	1.0
67	47969.0	22801.0	0.835	2926.0	1.0
68	44093.0	21415.0	0.84	2806.0	1.0
69	35540.0	20920.0	0.878	2855.0	1.0
70	59758.0	23256.0	0.7965	3045.0	1.0
71	52765.0	22753.0	0.8185	2784.0	1.0
72	34995.0	22429.0	0.8925	3173.0	1.0
73	76852.0	23167.0	0.752	2862.0	1.0
74	33633.0	20382.0	0.8915	2755.0	1.0
75	37594.0	20770.0	0.866	2997.0	1.0
76	53623.0	23790.0	0.814	2895.0	1.0
77	29272.0	20497.0	0.918	2929.0	1.0
78	55695.0	23065.0	0.8025	3028.0	1.0
79	31739.0	21740.0	0.9035	3331.0	1.0
80	37129.0	21463.0	0.8705	3027.0	1.0
81	34666.0	21726.0	0.891	3029.0	1.0
82	48343.0	22052.0	0.83	2987.0	1.0
83	34049.0	21764.0	0.8915	2958.0	1.0
84	37865.0	22538.0	0.883	3198.0	1.0
85	75178.0	23775.0	0.7655	2967.0	1.0
86	37690.0	22520.0	0.8815	3148.0	1.0
87	36168.0	21949.0	0.8875	2775.0	1.0
88	42636.0	22605.0	0.8565	2993.0	1.0
89	42924.0	22196.0	0.8515	3012.0	1.0
90	35136.0	20633.0	0.872	2931.0	1.0
91	30387.0	21030.0	0.9175	2979.0	1.0
92	38664.0	21699.0	0.872	2987.0	1.0
93	37162.0	21340.0	0.8745	2926.0	1.0
94	53759.0	23487.0	0.805	3059.0	1.0
95	40268.0	21627.0	0.862	2927.0	1.0
96	32694.0	20872.0	0.894	2974.0	1.0
97	35471.0	22226.0	0.8915	3072.0	1.0
98	41955.0	21763.0	0.8475	2848.0	1.0
99	44105.0	21939.0	0.845	3037.0	1.0
100	36230.0	21317.0	0.874	2986.0	1.0
101	29746.0	21373.0	0.9225	3006.0	1.0
102	51791.0	22840.0	0.8245	2934.0	1.0
103	61438.0	22813.0	0.778	3291.0	1.0
104	33522.0	21665.0	0.9	2862.0	1.0
105	54853.0	22331.0	0.8075	2962.0	1.0
106	46424.0	22247.0	0.83	3048.0	1.0
107	50343.0	22712.0	0.8225	2946.0	1.0
108	39316.0	21416.0	0.8595	2993.0	1.0
109	39866.0	21474.0	0.8595	2957.0	1.0
110	33588.0	20912.0	0.8905	2901.0	1.0
111	36640.0	21091.0	0.871	3067.0	1.0
112	33798.0	21684.0	0.895	2982.0	1.0
113	33762.0	21111.0	0.8875	2986.0	1.0
114	38796.0	21980.0	0.866	3074.0	1.0
115	33886.0	21846.0	0.901	2965.0	1.0
116	30351.0	20407.0	0.907	2832.0	1.0
117	39401.0	21939.0	0.8595	2903.0	1.0
118	34803.0	21213.0	0.8855	2997.0	1.0
119	31550.0	20793.0	0.905	2951.0	1.0
120	36305.0	21200.0	0.8715	2850.0	1.0
121	43336.0	22293.0	0.8405	2998.0	1.0
122	33887.0	20752.0	0.889	2796.0	1.0
123	31944.0	21930.0	0.9145	3140.0	1.0
124	41856.0	22218.0	0.8545	2887.0	1.0
125	42226.0	21916.0	0.8465	2840.0	1.0
126	76003.0	22473.0	0.7515	2921.0	1.0
127	31555.0	21429.0	0.9145	3015.0	1.0
128	41903.0	21346.0	0.8485	2859.0	1.0
129	44097.0	22253.0	0.848	2641.0	1.0
130	32995.0	21556.0	0.8955	3091.0	1.0
131	29559.0	20351.0	0.915	2801.0	1.0
132	34129.0	21317.0	0.892	3042.0	1.0
133	38504.0	21531.0	0.866	2840.0	1.0
134	31946.0	21526.0	0.902	3295.0	1.0
135	34583.0	22126.0	0.8995	2918.0	1.0
136	33337.0	20831.0	0.892	3036.0	1.0
137	64384.0	23323.0	0.797	2865.0	1.0
138	35639.0	22490.0	0.9005	3262.0	1.0
139	41802.0	21953.0	0.845	3037.0	1.0
140	36635.0	21929.0	0.885	3278.0	1.0
141	28946.0	20401.0	0.9235	2846.0	1.0
142	48514.0	22076.0	0.8235	3017.0	1.0
143	54560.0	23667.0	0.8135	2899.0	1.0
144	49633.0	22538.0	0.828	2875.0	1.0
145	42469.0	21610.0	0.848	2917.0	1.0
146	41847.0	22331.0	0.857	3029.0	1.0
147	35659.0	20492.0	0.8695	2892.0	1.0
148	32344.0	20614.0	0.8975	2810.0	1.0
149	34288.0	20888.0	0.8905	2604.0	1.0
150	42420.0	21657.0	0.8375	3300.0	1.0
151	32608.0	21902.0	0.9105	2968.0	1.0
152	36663.0	21238.0	0.8755	2801.0	1.0
153	40732.0	22017.0	0.8505	2961.0	1.0
154	50067.0	22318.0	0.824	2816.0	1.0
155	39091.0	21556.0	0.8605	2974.0	1.0
156	35110.0	20874.0	0.881	2681.0	1.0
157	37474.0	22178.0	0.882	3092.0	1.0
158	56571.0	24055.0	0.806	3168.0	1.0
159	56168.0	22601.0	0.794	3452.0	1.0
160	37618.0	20668.0	0.873	2753.0	1.0
161	66015.0	23577.0	0.778	3043.0	1.0
162	45394.0	23016.0	0.843	2996.0	1.0
163	47537.0	22695.0	0.8315	2963.0	1.0
164	54555.0	23536.0	0.828	2840.0	1.0
165	31795.0	20709.0	0.897	2991.0	1.0
166	42047.0	21727.0	0.847	3083.0	1.0
167	61875.0	22773.0	0.7925	3066.0	1.0
168	46787.0	21891.0	0.8315	2859.0	1.0
169	32162.0	21161.0	0.904	3059.0	1.0
170	56997.0	23285.0	0.806	3198.0	1.0
171	36773.0	21697.0	0.875	3020.0	1.0
172	32476.0	20778.0	0.898	2894.0	1.0
173	41324.0	21131.0	0.85	2892.0	1.0
174	33066.0	21438.0	0.8935	3146.0	1.0
175	30209.0	20553.0	0.9115	2897.0	1.0
176	33372.0	20436.0	0.8815	3152.0	1.0
177	44213.0	22779.0	0.8515	3104.0	1.0
178	30588.0	20756.0	0.909	3072.0	1.0
179	53826.0	22789.0	0.814	3176.0	1.0
180	34212.0	21517.0	0.8915	2955.0	1.0
181	29147.0	20279.0	0.9125	3059.0	1.0
182	35311.0	21449.0	0.8795	3149.0	1.0
183	34330.0	21585.0	0.8935	2750.0	1.0
184	65162.0	24299.0	0.786	2946.0	1.0
185	32733.0	20904.0	0.894	2972.0	1.0
186	43790.0	22071.0	0.85	2770.0	1.0
187	73020.0	23084.0	0.756	3103.0	1.0
188	64587.0	23641.0	0.786	2942.0	1.0
189	44547.0	22161.0	0.841	2907.0	1.0
190	54814.0	22322.0	0.8035	3333.0	1.0
191	62347.0	22976.0	0.7875	2958.0	1.0
192	70234.0	23742.0	0.768	3096.0	1.0
193	65932.0	22904.0	0.777	2928.0	1.0
194	37852.0	23681.0	0.893	3147.0	1.0
195	45757.0	22884.0	0.837	3103.0	1.0
196	30747.0	20546.0	0.901	3009.0	1.0
197	35312.0	21837.0	0.886	3137.0	1.0
198	33412.0	20560.0	0.8845	2944.0	1.0
199	33548.0	20098.0	0.8855	2867.0	1.0
200	32079.0	19873.0	0.8905	2853.0	1.0
201	48496.0	22306.0	0.8235	3033.0	1.0
202	42725.0	21927.0	0.85	2972.0	1.0
203	69504.0	22596.0	0.761	3037.0	1.0
204	29315.0	20191.0	0.916	2851.0	1.0
205	33058.0	21285.0	0.896	2636.0	1.0
206	43048.0	21385.0	0.8465	2770.0	1.0
207	30772.0	20392.0	0.904	2994.0	1.0
208	37108.0	23625.0	0.893	3374.0	1.0
209	82506.0	24686.0	0.746	2962.0	1.0
210	33726.0	21368.0	0.896	3105.0	1.0
211	48547.0	22308.0	0.831	2996.0	1.0
212	29453.0	20727.0	0.918	2982.0	1.0
213	35586.0	21347.0	0.8775	2938.0	1.0
214	34980.0	21514.0	0.889	3053.0	1.0
215	28000.0	19876.0	0.9195	3095.0	1.0
216	53871.0	22294.0	0.8055	2924.0	1.0
217	30022.0	20203.0	0.909	3014.0	1.0
218	44058.0	22268.0	0.8455	2821.0	1.0
219	31363.0	20445.0	0.9005	2838.0	1.0
220	69613.0	23231.0	0.771	3102.0	1.0
221	48026.0	23164.0	0.844	2744.0	1.0
222	32218.0	21831.0	0.908	3233.0	1.0
223	33044.0	20579.0	0.894	2933.0	1.0
224	63667.0	22442.0	0.787	2751.0	1.0
225	32845.0	21398.0	0.8945	3147.0	1.0
226	44874.0	21503.0	0.844	2525.0	1.0
227	38275.0	21201.0	0.8625	2966.0	1.0
228	37845.0	21518.0	0.8735	2611.0	1.0
229	34325.0	21112.0	0.8875	2967.0	1.0
230	43102.0	21500.0	0.8425	3007.0	1.0
231	33789.0	21833.0	0.9025	2855.0	1.0
232	35871.0	22157.0	0.8805	3476.0	1.0
233	50866.0	21381.0	0.8115	2948.0	1.0
234	52702.0	22372.0	0.8145	2777.0	1.0
235	42959.0	22746.0	0.854	2744.0	1.0
236	39015.0	22404.0	0.8685	3163.0	1.0
237	34936.0	21478.0	0.8815	2766.0	1.0
238	69032.0	22500.0	0.7715	2620.0	1.0
239	33212.0	21046.0	0.887	2950.0	1.0
240	63849.0	22318.0	0.7705	3309.0	1.0
241	32973.0	20225.0	0.882	3043.0	1.0
242	34934.0	21082.0	0.8825	3004.0	1.0
243	50324.0	21830.0	0.8185	2778.0	1.0
244	33985.0	21850.0	0.899	3004.0	1.0
245	34018.0	21544.0	0.8875	3206.0	1.0
246	42306.0	22660.0	0.861	2772.0	1.0
247	75906.0	23362.0	0.7555	3063.0	1.0
248	47462.0	21218.0	0.8275	2503.0	1.0
249	41454.0	22177.0	0.853	3116.0	1.0
250	60423.0	21675.0	0.798	2610.0	1.0
251	26805.0	19698.0	0.9215	3047.0	1.0
252	27022.0	19863.0	0.926	3097.0	1.0
253	37944.0	22247.0	0.877	2801.0	1.0
254	48438.0	22852.0	0.8265	2917.0	1.0
255	52334.0	22425.0	0.8085	3012.0	1.0
256	73356.0	23170.0	0.7665	2823.0	1.0
257	36289.0	21260.0	0.8735	2932.0	1.0
258	54756.0	22578.0	0.8185	2929.0	1.0
259	35801.0	21005.0	0.879	2950.0	1.0
260	37953.0	22123.0	0.8735	2893.0	1.0
261	37040.0	20577.0	0.867	2834.0	1.0
262	58215.0	22624.0	0.8005	2899.0	1.0
263	30941.0	21890.0	0.921	3314.0	1.0
264	33710.0	20823.0	0.89	2812.0	1.0
265	68822.0	23213.0	0.7685	2768.0	1.0
266	37259.0	21773.0	0.878	2842.0	1.0
267	30515.0	20466.0	0.906	2906.0	1.0
268	40585.0	22238.0	0.8595	2875.0	1.0
269	43620.0	22926.0	0.8695	2938.0	1.0
270	38798.0	21716.0	0.868	3063.0	1.0
271	41257.0	22230.0	0.8535	3208.0	1.0
272	34674.0	21031.0	0.886	3079.0	1.0
273	63278.0	22122.0	0.78	2798.0	1.0
274	44915.0	22334.0	0.839	2959.0	1.0
275	34499.0	20998.0	0.8895	2806.0	1.0
276	68774.0	21827.0	0.7685	2869.0	1.0
277	67087.0	22279.0	0.7695	2878.0	1.0
278	70463.0	22022.0	0.756	2992.0	1.0
279	62292.0	23091.0	0.7835	3071.0	1.0
280	35891.0	22037.0	0.887	3094.0	1.0
281	31890.0	21222.0	0.902	3049.0	1.0
282	39832.0	21856.0	0.8625	3232.0	1.0
283	68685.0	21428.0	0.7605	2763.0	1.0
284	29323.0	20596.0	0.917	3102.0	1.0
285	31141.0	20637.0	0.9115	2844.0	1.0
286	28593.0	20137.0	0.9185	2840.0	1.0
287	33244.0	20497.0	0.8835	2702.0	1.0
288	35960.0	20959.0	0.88	2845.0	1.0
289	32549.0	20309.0	0.8905	3003.0	1.0
290	62505.0	21797.0	0.7855	2625.0	1.0
291	33530.0	21948.0	0.897	3384.0	1.0
292	32757.0	20806.0	0.896	2912.0	1.0
293	76245.0	22186.0	0.75	2915.0	1.0
294	35601.0	20989.0	0.877	3212.0	1.0
295	45349.0	22445.0	0.845	2683.0	1.0
296	50929.0	23452.0	0.832	2836.0	1.0
297	42908.0	22708.0	0.8635	3119.0	1.0
298	45290.0	21969.0	0.837	3053.0	1.0
299	40587.0	22087.0	0.861	3116.0	1.0
300	29381.0	20753.0	0.923	2804.0	1.0
301	30985.0	21415.0	0.9195	2945.0	1.0
302	38914.0	21667.0	0.8735	3013.0	1.0
303	40743.0	22065.0	0.859	3039.0	1.0
304	44681.0	23050.0	0.844	3009.0	1.0
305	83831.0	23922.0	0.735	3104.0	1.0
306	31866.0	19838.0	0.883	2933.0	1.0
307	34809.0	20822.0	0.881	2838.0	1.0
308	38674.0	21446.0	0.8555	2977.0	1.0
309	30664.0	21024.0	0.913	3006.0	1.0
310	59857.0	23188.0	0.786	3029.0	1.0
311	56309.0	23779.0	0.807	3137.0	1.0
312	41069.0	22138.0	0.856	2970.0	1.0
313	61702.0	23156.0	0.796	2747.0	1.0
314	37014.0	21425.0	0.8725	3051.0	1.0
315	33276.0	21960.0	0.9015	3184.0	1.0
316	32833.0	21599.0	0.9005	3290.0	1.0
317	29615.0	19487.0	0.9015	2953.0	1.0
318	34806.0	21052.0	0.8785	3161.0	1.0
319	29006.0	20366.0	0.9135	2992.0	1.0
320	77382.0	21958.0	0.7475	2765.0	1.0
321	32442.0	21164.0	0.9065	2750.0	1.0
322	50655.0	22434.0	0.82	2765.0	1.0
323	34630.0	22003.0	0.9005	2806.0	1.0
324	34721.0	21362.0	0.8805	3302.0	1.0
325	37743.0	21363.0	0.8665	2938.0	1.0
326	35633.0	21550.0	0.8795	2892.0	1.0
327	31014.0	21321.0	0.9135	3079.0	1.0
328	36543.0	21021.0	0.8665	3059.0	1.0
329	39507.0	21864.0	0.8605	3133.0	1.0
330	45649.0	21030.0	0.819	3035.0	1.0
331	43472.0	22788.0	0.847	3201.0	1.0
332	31829.0	20916.0	0.898	3017.0	1.0
333	42921.0	22542.0	0.853	3084.0	1.0
334	30518.0	20005.0	0.9075	2774.0	1.0
335	51800.0	23342.0	0.82	2770.0	1.0
336	41239.0	21762.0	0.8695	2494.0	1.0
337	63369.0	23076.0	0.78	2876.0	1.0
338	88337.0	18754.0	0.706	3050.0	1.0
339	35119.0	20606.0	0.8675	2976.0	1.0
340	38665.0	22041.0	0.8585	3292.0	1.0
341	53452.0	23451.0	0.814	3189.0	1.0
342	30453.0	20998.0	0.9135	2951.0	1.0
343	41365.0	21485.0	0.859	3050.0	1.0
344	41402.0	22735.0	0.864	2937.0	1.0
345	39718.0	21506.0	0.857	3055.0	1.0
346	38679.0	22024.0	0.858	3180.0	1.0
347	37778.0	21040.0	0.862	2977.0	1.0
348	42773.0	21691.0	0.8495	2867.0	1.0
349	53019.0	22282.0	0.815	2915.0	1.0
350	44895.0	22078.0	0.8435	2800.0	1.0
351	35127.0	19696.0	0.864	2779.0	1.0
352	30636.0	20860.0	0.9065	3012.0	1.0
353	38245.0	21518.0	0.873	2960.0	1.0
354	30884.0	19961.0	0.8975	3284.0	1.0
355	29966.0	20415.0	0.9135	2931.0	1.0
356	38930.0	20982.0	0.8525	2937.0	1.0
357	41411.0	21657.0	0.8565	2973.0	1.0
358	32332.0	21048.0	0.9065	2820.0	1.0
359	39304.0	21230.0	0.8575	3008.0	1.0
360	58186.0	21664.0	0.7965	2521.0	1.0
361	35367.0	21336.0	0.8815	2798.0	1.0
362	65488.0	24039.0	0.7915	2761.0	1.0
363	34911.0	22203.0	0.892	2866.0	1.0
364	32369.0	22897.0	0.926	2978.0	1.0
365	69774.0	22510.0	0.7695	3000.0	1.0
366	36204.0	21704.0	0.882	2894.0	1.0
367	33348.0	21889.0	0.8955	3133.0	1.0
368	54546.0	22193.0	0.8025	3063.0	1.0
369	32685.0	20960.0	0.8965	2917.0	1.0
370	44068.0	22915.0	0.8495	3147.0	1.0
371	29436.0	20508.0	0.9125	3085.0	1.0
372	37609.0	21703.0	0.8655	2985.0	1.0
373	65325.0	23533.0	0.7775	2784.0	1.0
374	32941.0	20993.0	0.8955	2952.0	1.0
375	69533.0	22624.0	0.77	2912.0	1.0
376	44473.0	22631.0	0.851	2983.0	1.0
377	40421.0	21447.0	0.858	2976.0	1.0
378	57420.0	22422.0	0.7945	2885.0	1.0
379	46663.0	22003.0	0.8315	2717.0	1.0
380	40017.0	21669.0	0.8575	2934.0	1.0
381	35100.0	20886.0	0.882	2944.0	1.0
382	39006.0	23252.0	0.884	2920.0	1.0
383	38721.0	22343.0	0.8735	2820.0	1.0
384	36364.0	21551.0	0.8845	2899.0	1.0
385	28271.0	19893.0	0.9195	2904.0	1.0
386	33684.0	21529.0	0.9025	3118.0	1.0
387	42550.0	22698.0	0.857	3179.0	1.0
388	53222.0	23540.0	0.8065	3057.0	1.0
389	33080.0	20413.0	0.8895	2791.0	1.0
390	46782.0	22418.0	0.836	2888.0	1.0
391	36777.0	22688.0	0.8905	2934.0	1.0
392	32197.0	20839.0	0.894	2819.0	1.0
393	36172.0	21458.0	0.8715	3001.0	1.0
394	32134.0	21144.0	0.893	3012.0	1.0
395	62736.0	22197.0	0.779	3281.0	1.0
396	59374.0	23128.0	0.7975	3040.0	1.0
397	45251.0	22649.0	0.839	3374.0	1.0
398	36485.0	20889.0	0.868	2774.0	1.0
399	29731.0	20306.0	0.905	2945.0	1.0
400	31478.0	21262.0	0.9035	2995.0	1.0
401	55806.0	23847.0	0.8	3275.0	1.0
402	52908.0	22947.0	0.827	2734.0	1.0
403	34491.0	21225.0	0.886	2860.0	1.0
404	37858.0	20757.0	0.861	2985.0	1.0
405	34022.0	21929.0	0.8995	3092.0	1.0
406	37103.0	21964.0	0.8825	3065.0	1.0
407	70042.0	22868.0	0.7545	2981.0	1.0
408	64058.0	21505.0	0.7675	2913.0	1.0
409	42341.0	21573.0	0.8505	2914.0	1.0
410	29876.0	20882.0	0.92	2934.0	1.0
411	36467.0	21046.0	0.873	2985.0	1.0
412	43302.0	21573.0	0.8465	2937.0	1.0
413	49817.0	23079.0	0.823	3021.0	1.0
414	35188.0	22079.0	0.892	2846.0	1.0
415	30686.0	21539.0	0.9195	2836.0	1.0
416	44482.0	22538.0	0.8465	2953.0	1.0
417	32964.0	22558.0	0.9075	3373.0	1.0
418	38353.0	21535.0	0.867	2972.0	1.0
419	41842.0	22090.0	0.857	3135.0	1.0
420	51916.0	22106.0	0.81	2853.0	1.0
421	71220.0	21608.0	0.7675	2767.0	1.0
422	35519.0	20855.0	0.8715	3029.0	1.0
423	47782.0	23036.0	0.8375	2842.0	1.0
424	41764.0	20907.0	0.841	2760.0	1.0
425	30668.0	20905.0	0.9015	2832.0	1.0
426	46757.0	22089.0	0.83	2941.0	1.0
427	64206.0	24008.0	0.776	3247.0	1.0
428	33922.0	21842.0	0.897	3107.0	1.0
429	45766.0	22631.0	0.8435	3187.0	1.0
430	55680.0	23309.0	0.818	2915.0	1.0
431	46581.0	22632.0	0.8305	3273.0	1.0
432	33616.0	21385.0	0.8915	2908.0	1.0
433	40434.0	21927.0	0.8575	2947.0	1.0
434	72127.0	21821.0	0.7575	2891.0	1.0
435	37878.0	22377.0	0.874	2928.0	1.0
436	37871.0	21691.0	0.8715	3159.0	1.0
437	83006.0	22838.0	0.7395	3400.0	1.0
438	50860.0	22506.0	0.83	2944.0	1.0
439	55051.0	22074.0	0.8	2703.0	1.0
440	64864.0	22746.0	0.779	2781.0	1.0
441	31178.0	20593.0	0.8945	3130.0	1.0
442	33962.0	21122.0	0.8875	2744.0	1.0
443	43760.0	22634.0	0.848	3124.0	1.0
444	38083.0	21816.0	0.8735	2977.0	1.0
445	37977.0	20057.0	0.8605	2868.0	1.0
446	33307.0	21514.0	0.9025	3046.0	1.0
447	46644.0	21776.0	0.8195	3076.0	1.0
448	33986.0	22259.0	0.9035	3246.0	1.0
449	33431.0	19338.0	0.883	2627.0	1.0
450	39542.0	22624.0	0.8745	3109.0	1.0
451	32274.0	22474.0	0.915	3119.0	1.0
452	45414.0	22287.0	0.8375	3012.0	1.0
453	32031.0	20662.0	0.899	3101.0	1.0
454	39712.0	21911.0	0.862	3075.0	1.0
455	39629.0	20570.0	0.8495	2854.0	1.0
456	60896.0	23304.0	0.7885	3243.0	1.0
457	51031.0	23121.0	0.814	3218.0	1.0
458	41511.0	21399.0	0.8535	2734.0	1.0
459	29152.0	20076.0	0.9045	2701.0	1.0
460	34281.0	21696.0	0.901	2799.0	1.0
461	38055.0	21431.0	0.8765	2924.0	1.0
462	29269.0	20283.0	0.916	3062.0	1.0
463	46829.0	22843.0	0.841	3078.0	1.0
464	49019.0	22367.0	0.824	2962.0	1.0
465	34747.0	20778.0	0.8775	3157.0	1.0
466	36610.0	21985.0	0.8845	3186.0	1.0
467	32833.0	21384.0	0.8995	2929.0	1.0
468	37943.0	21572.0	0.8675	2953.0	1.0
469	53445.0	22402.0	0.8125	2948.0	1.0
470	54009.0	22034.0	0.7945	3070.0	1.0
471	31109.0	21359.0	0.9065	3178.0	1.0
472	40956.0	21785.0	0.856	2915.0	1.0
473	46550.0	21945.0	0.8365	3019.0	1.0
474	31643.0	21272.0	0.9085	3129.0	1.0
475	42866.0	23347.0	0.8575	3329.0	1.0
476	40365.0	21322.0	0.8565	2833.0	1.0
477	30908.0	20602.0	0.9015	3064.0	1.0
478	31045.0	21315.0	0.9175	2858.0	1.0
479	30600.0	20327.0	0.903	2935.0	1.0
480	50436.0	22456.0	0.8145	3237.0	1.0
481	39906.0	22890.0	0.8655	3013.0	1.0
482	35758.0	22414.0	0.892	3136.0	1.0
483	61484.0	21652.0	0.783	2760.0	1.0
484	39474.0	21459.0	0.865	2790.0	1.0
485	31558.0	20486.0	0.898	3220.0	1.0
486	44866.0	22148.0	0.839	3074.0	1.0
487	82710.0	23989.0	0.7395	2922.0	1.0
488	36004.0	23301.0	0.9075	3221.0	1.0
489	65926.0	22180.0	0.7745	2905.0	1.0
490	38420.0	21788.0	0.8645	2788.0	1.0
491	34884.0	21200.0	0.8925	2838.0	1.0
492	34531.0	21370.0	0.887	2893.0	1.0
493	71266.0	23775.0	0.7595	3152.0	1.0
494	31707.0	21069.0	0.9135	2825.0	1.0
495	43760.0	22430.0	0.8535	2764.0	1.0
496	60086.0	22738.0	0.796	3001.0	1.0
497	37058.0	21051.0	0.8625	3090.0	1.0
498	34815.0	21760.0	0.8885	2902.0	1.0
499	69592.0	22101.0	0.768	2845.0	1.0
500	43081.0	23117.0	0.8665	2806.0	1.0
