Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	30439.0	20347.0	0.8965	3112.0	1.0
2	34868.0	20575.0	0.8825	3047.0	1.0
3	43318.0	21557.0	0.839	3047.0	1.0
4	38382.0	22039.0	0.873	3057.0	1.0
5	37305.0	21539.0	0.871	3049.0	1.0
6	32910.0	21218.0	0.8985	2957.0	1.0
7	41473.0	20257.0	0.8435	2792.0	1.0
8	45502.0	22290.0	0.8435	2794.0	1.0
9	37587.0	22323.0	0.8735	3034.0	1.0
10	28677.0	19541.0	0.9065	2883.0	1.0
11	38522.0	22163.0	0.8725	2945.0	1.0
12	77438.0	22380.0	0.741	2743.0	1.0
13	44371.0	22102.0	0.84	3280.0	1.0
14	36826.0	20695.0	0.863	3101.0	1.0
15	46881.0	21387.0	0.823	2767.0	1.0
16	58179.0	22071.0	0.799	2740.0	1.0
17	41607.0	22122.0	0.857	3128.0	1.0
18	46209.0	22474.0	0.8255	3163.0	1.0
19	41255.0	21559.0	0.8455	3003.0	1.0
20	40343.0	21162.0	0.85	2906.0	1.0
21	29538.0	19935.0	0.907	3074.0	1.0
22	45245.0	21505.0	0.833	2927.0	1.0
23	59567.0	21494.0	0.7775	3075.0	1.0
24	35236.0	21387.0	0.8805	2958.0	1.0
25	41721.0	21363.0	0.846	3020.0	1.0
26	61112.0	23367.0	0.797	3050.0	1.0
27	29707.0	19994.0	0.8945	3489.0	1.0
28	35674.0	21608.0	0.886	3125.0	1.0
29	34839.0	20339.0	0.8615	3178.0	1.0
30	35213.0	21013.0	0.877	3051.0	1.0
31	35553.0	21443.0	0.8755	3255.0	1.0
32	48398.0	22803.0	0.8265	3099.0	1.0
33	36356.0	20872.0	0.8715	2999.0	1.0
34	35796.0	19280.0	0.8495	2829.0	1.0
35	36990.0	21847.0	0.876	3029.0	1.0
36	35916.0	21685.0	0.881	2892.0	1.0
37	96191.0	21851.0	0.704	3197.0	1.0
38	32895.0	20412.0	0.879	3077.0	1.0
39	37172.0	22214.0	0.8745	3119.0	1.0
40	40641.0	22272.0	0.857	2904.0	1.0
41	31564.0	20992.0	0.8995	3200.0	1.0
42	39579.0	21861.0	0.864	2903.0	1.0
43	32881.0	21745.0	0.9	3039.0	1.0
44	38650.0	21983.0	0.873	3041.0	1.0
45	34740.0	21120.0	0.8885	2959.0	1.0
46	36840.0	21372.0	0.871	3083.0	1.0
47	38394.0	22143.0	0.871	3045.0	1.0
48	35340.0	23020.0	0.9035	3412.0	1.0
49	31737.0	19906.0	0.8905	3006.0	1.0
50	40920.0	21676.0	0.8535	3147.0	1.0
51	49786.0	21114.0	0.8085	3023.0	1.0
52	30429.0	20643.0	0.9105	2952.0	1.0
53	32354.0	20607.0	0.8915	3089.0	1.0
54	67296.0	22984.0	0.7675	3241.0	1.0
55	33835.0	22051.0	0.9005	3120.0	1.0
56	65916.0	22671.0	0.783	2868.0	1.0
57	56060.0	22619.0	0.804	2961.0	1.0
58	57311.0	21843.0	0.785	2980.0	1.0
59	29592.0	21268.0	0.9145	3487.0	1.0
60	40937.0	21133.0	0.8515	3205.0	1.0
61	33930.0	20715.0	0.8855	2999.0	1.0
62	36677.0	20856.0	0.865	2889.0	1.0
63	78829.0	22380.0	0.745	2989.0	1.0
64	33230.0	20455.0	0.892	2918.0	1.0
65	36677.0	21107.0	0.88	2799.0	1.0
66	32334.0	21368.0	0.907	3134.0	1.0
67	76925.0	23939.0	0.7445	3465.0	1.0
68	32668.0	20751.0	0.8995	2699.0	1.0
69	31557.0	20740.0	0.899	2934.0	1.0
70	36663.0	21609.0	0.8835	3016.0	1.0
71	42920.0	22275.0	0.8485	3178.0	1.0
72	40972.0	21843.0	0.8595	2946.0	1.0
73	65774.0	22783.0	0.776	3147.0	1.0
74	54282.0	23211.0	0.8055	3246.0	1.0
75	44631.0	22862.0	0.847	3095.0	1.0
76	31791.0	21407.0	0.905	2997.0	1.0
77	56318.0	22769.0	0.807	2969.0	1.0
78	32710.0	20499.0	0.886	2956.0	1.0
79	38829.0	21937.0	0.8745	2801.0	1.0
80	35902.0	21229.0	0.869	3335.0	1.0
81	39396.0	21608.0	0.867	3020.0	1.0
82	32555.0	20721.0	0.892	2919.0	1.0
83	39491.0	21144.0	0.863	2759.0	1.0
84	44659.0	21829.0	0.847	2787.0	1.0
85	33910.0	20946.0	0.881	2834.0	1.0
86	42450.0	21128.0	0.843	2836.0	1.0
87	36150.0	20788.0	0.8785	2768.0	1.0
88	34775.0	20422.0	0.8705	3208.0	1.0
89	37711.0	21335.0	0.874	2795.0	1.0
90	63382.0	23485.0	0.8	2726.0	1.0
91	48997.0	22419.0	0.8215	2918.0	1.0
92	41461.0	21930.0	0.8445	3102.0	1.0
93	87193.0	22583.0	0.7205	3185.0	1.0
94	33842.0	21013.0	0.8835	2880.0	1.0
95	49639.0	23637.0	0.8275	2817.0	1.0
96	39983.0	21236.0	0.8565	2925.0	1.0
97	36868.0	21674.0	0.882	2882.0	1.0
98	62442.0	23431.0	0.796	2942.0	1.0
99	39803.0	21208.0	0.8545	3063.0	1.0
100	31113.0	21263.0	0.91	2943.0	1.0
101	100378.0	21997.0	0.7005	3027.0	1.0
102	51150.0	22435.0	0.8175	2932.0	1.0
103	51532.0	22051.0	0.8045	3087.0	1.0
104	66947.0	22167.0	0.7645	3079.0	1.0
105	55346.0	21794.0	0.793	2973.0	1.0
106	35594.0	21037.0	0.8705	2890.0	1.0
107	51996.0	22491.0	0.809	2802.0	1.0
108	60131.0	21970.0	0.7855	2863.0	1.0
109	37130.0	21852.0	0.877	3182.0	1.0
110	42298.0	22387.0	0.8565	2756.0	1.0
111	41459.0	21772.0	0.861	2830.0	1.0
112	27491.0	20079.0	0.9205	2930.0	1.0
113	34675.0	20389.0	0.8715	3101.0	1.0
114	36084.0	22054.0	0.8725	3238.0	1.0
115	66066.0	24391.0	0.783	3263.0	1.0
116	33131.0	21018.0	0.8855	3137.0	1.0
117	34217.0	21221.0	0.8865	3124.0	1.0
118	37498.0	21537.0	0.877	2731.0	1.0
119	50493.0	22484.0	0.8185	3055.0	1.0
120	51688.0	21310.0	0.811	3093.0	1.0
121	56157.0	23088.0	0.801	3053.0	1.0
122	55809.0	21088.0	0.7895	2918.0	1.0
123	42532.0	18967.0	0.8115	2916.0	1.0
124	58187.0	23214.0	0.795	3107.0	1.0
125	30797.0	20568.0	0.9015	3063.0	1.0
126	36490.0	22417.0	0.8835	3103.0	1.0
127	70551.0	22462.0	0.752	3133.0	1.0
128	50226.0	23006.0	0.834	2818.0	1.0
129	35814.0	20538.0	0.8715	2946.0	1.0
130	36518.0	21440.0	0.8745	3201.0	1.0
131	57005.0	22288.0	0.794	2953.0	1.0
132	36214.0	22000.0	0.886	3211.0	1.0
133	63812.0	20713.0	0.761	3009.0	1.0
134	34350.0	21373.0	0.897	2806.0	1.0
135	38005.0	22233.0	0.8715	3409.0	1.0
136	56319.0	22097.0	0.792	3279.0	1.0
137	46375.0	22056.0	0.837	3096.0	1.0
138	31637.0	20857.0	0.9	3379.0	1.0
139	36118.0	20980.0	0.8795	2875.0	1.0
140	45661.0	21250.0	0.8365	2827.0	1.0
141	42812.0	20182.0	0.8275	2810.0	1.0
142	63670.0	22100.0	0.7805	2720.0	1.0
143	40985.0	22184.0	0.867	2896.0	1.0
144	39519.0	21851.0	0.8675	2973.0	1.0
145	69150.0	22893.0	0.769	2781.0	1.0
146	36143.0	21072.0	0.874	3250.0	1.0
147	41637.0	22145.0	0.8455	3224.0	1.0
148	47962.0	22321.0	0.83	3086.0	1.0
149	34465.0	22016.0	0.895	3196.0	1.0
150	37814.0	21726.0	0.875	2942.0	1.0
151	56615.0	21583.0	0.789	3054.0	1.0
152	36922.0	20723.0	0.863	3093.0	1.0
153	34514.0	21398.0	0.8855	3069.0	1.0
154	41864.0	21985.0	0.852	2976.0	1.0
155	37212.0	21382.0	0.875	2765.0	1.0
156	56107.0	22852.0	0.793	3110.0	1.0
157	34685.0	20937.0	0.8815	2984.0	1.0
158	40213.0	23082.0	0.869	3072.0	1.0
159	44493.0	21768.0	0.837	3044.0	1.0
160	39478.0	21679.0	0.861	2997.0	1.0
161	35795.0	20729.0	0.87	2965.0	1.0
162	36746.0	20331.0	0.859	2876.0	1.0
163	37157.0	21351.0	0.873	2853.0	1.0
164	33372.0	19663.0	0.884	2861.0	1.0
165	55471.0	22526.0	0.8105	2752.0	1.0
166	31940.0	21818.0	0.912	3101.0	1.0
167	72367.0	21553.0	0.7515	2816.0	1.0
