Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	34598.0	22434.0	0.898	3072.0	1.0
2	38662.0	24840.0	0.9045	3075.0	1.0
3	38569.0	24714.0	0.9025	2819.0	1.0
4	42272.0	24447.0	0.8805	2880.0	1.0
5	37706.0	23471.0	0.8925	3127.0	1.0
6	40908.0	23186.0	0.872	2912.0	1.0
