Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	31798.0	21225.0	0.912	3076.0	1.0
2	34480.0	19372.0	0.864	3076.0	1.0
3	32881.0	20092.0	0.879	3238.0	1.0
4	72226.0	23412.0	0.7515	3369.0	1.0
5	38178.0	21216.0	0.864	2959.0	1.0
6	68040.0	23307.0	0.767	3471.0	1.0
7	91248.0	24977.0	0.7095	3799.0	1.0
8	54488.0	23173.0	0.8035	3277.0	1.0
9	49512.0	19839.0	0.796	3094.0	1.0
10	32778.0	20781.0	0.8915	3114.0	1.0
11	34654.0	21217.0	0.882	2989.0	1.0
12	33071.0	21358.0	0.8945	3270.0	1.0
13	30667.0	20603.0	0.9055	2954.0	1.0
14	33710.0	20665.0	0.8845	3126.0	1.0
15	47623.0	21130.0	0.811	3113.0	1.0
16	98115.0	24758.0	0.549	3976.0	0.9995
17	114490.0	26421.0	0.667	4124.0	1.0
18	36852.0	21894.0	0.885	3034.0	1.0
19	37207.0	22092.0	0.866	2995.0	1.0
20	95347.0	22441.0	0.6975	3773.0	1.0
21	78820.0	22435.0	0.746	2945.0	1.0
22	96164.0	21471.0	0.714	2829.0	1.0
23	42215.0	24197.0	0.869	3313.0	1.0
24	35704.0	19596.0	0.861	2993.0	1.0
25	45593.0	21483.0	0.827	3129.0	1.0
26	51435.0	22284.0	0.814	3154.0	1.0
27	33047.0	20368.0	0.8845	3024.0	1.0
28	34368.0	22309.0	0.889	3194.0	1.0
29	35442.0	22245.0	0.888	3434.0	1.0
30	32421.0	21883.0	0.9095	2987.0	1.0
31	30938.0	20075.0	0.8885	3120.0	1.0
32	48222.0	21730.0	0.8125	3225.0	1.0
33	45219.0	21346.0	0.8275	3050.0	1.0
34	92996.0	27188.0	0.71	5115.0	1.0
35	91699.0	23118.0	0.7155	3251.0	1.0
36	46304.0	22453.0	0.8415	3234.0	1.0
37	43673.0	20608.0	0.8255	3125.0	1.0
38	33535.0	19926.0	0.8735	2965.0	1.0
39	32708.0	20897.0	0.893	2794.0	1.0
40	55677.0	22707.0	0.8045	3302.0	1.0
41	83260.0	22914.0	0.7485	2875.0	1.0
42	61972.0	21920.0	0.7795	2994.0	1.0
43	32845.0	20189.0	0.874	3120.0	1.0
44	33036.0	20606.0	0.8845	3099.0	1.0
45	139887.0	21267.0	0.6685	3579.0	1.0
46	106553.0	25726.0	0.6265	4294.0	1.0
47	55741.0	22744.0	0.801	3069.0	1.0
48	61095.0	24609.0	0.781	3534.0	1.0
49	42816.0	21826.0	0.8455	3039.0	1.0
50	44780.0	20656.0	0.8235	3207.0	1.0
51	39635.0	20329.0	0.8495	3067.0	1.0
52	39452.0	20240.0	0.8425	2986.0	1.0
53	101911.0	22344.0	0.511	3790.0	0.998
54	31909.0	19714.0	0.881	3090.0	1.0
55	45226.0	21912.0	0.829	3155.0	1.0
56	40563.0	20124.0	0.836	3001.0	1.0
57	33010.0	22634.0	0.908	3273.0	1.0
58	42018.0	20250.0	0.84	2709.0	1.0
59	36612.0	22195.0	0.8825	3060.0	1.0
60	139407.0	20403.0	0.6115	4062.0	1.0
61	30967.0	20129.0	0.896	2940.0	1.0
62	45618.0	20893.0	0.8285	2936.0	1.0
63	33288.0	21734.0	0.8995	3221.0	1.0
64	32449.0	20163.0	0.8835	3257.0	1.0
65	31285.0	22080.0	0.9115	2958.0	1.0
66	53468.0	22814.0	0.798	3684.0	1.0
67	32853.0	20558.0	0.888	3109.0	1.0
68	43872.0	22539.0	0.836	3740.0	1.0
69	31720.0	20778.0	0.8945	3203.0	1.0
70	37101.0	21374.0	0.869	3105.0	1.0
71	91655.0	21664.0	0.7135	3123.0	1.0
72	33018.0	21839.0	0.901	3299.0	1.0
