Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	32249.0	22108.0	0.905	3358.0	1.0
2	35192.0	20369.0	0.865	2984.0	1.0
3	33452.0	21298.0	0.8895	2855.0	1.0
4	50226.0	22882.0	0.8255	3033.0	1.0
5	63025.0	23539.0	0.79	3031.0	1.0
6	73716.0	22045.0	0.762	2859.0	1.0
7	33385.0	21176.0	0.8885	2981.0	1.0
8	40621.0	21133.0	0.8575	2928.0	1.0
9	31247.0	20875.0	0.9135	3074.0	1.0
10	44993.0	22380.0	0.8425	3048.0	1.0
11	38827.0	21650.0	0.863	3000.0	1.0
12	42658.0	21032.0	0.8455	3045.0	1.0
13	38003.0	22150.0	0.875	2894.0	1.0
14	34694.0	21743.0	0.887	3098.0	1.0
15	31812.0	21492.0	0.907	2990.0	1.0
16	30496.0	20200.0	0.9045	2801.0	1.0
17	50444.0	23294.0	0.825	3115.0	1.0
18	40051.0	21053.0	0.852	2992.0	1.0
19	54943.0	22623.0	0.8025	3330.0	1.0
20	35642.0	21711.0	0.882	3257.0	1.0
21	67418.0	23859.0	0.778	3207.0	1.0
22	29896.0	20827.0	0.9205	3022.0	1.0
23	27990.0	21106.0	0.9355	2933.0	1.0
24	32611.0	18902.0	0.875	2646.0	1.0
25	38065.0	20648.0	0.8635	2853.0	1.0
26	38762.0	21209.0	0.8645	2957.0	1.0
27	46422.0	22129.0	0.8345	2864.0	1.0
28	30066.0	20377.0	0.906	3016.0	1.0
29	34603.0	21351.0	0.89	3076.0	1.0
30	33071.0	20408.0	0.8875	2773.0	1.0
31	53585.0	21981.0	0.8095	2983.0	1.0
32	33302.0	21893.0	0.8995	3141.0	1.0
33	45570.0	21910.0	0.841	2704.0	1.0
34	40488.0	21050.0	0.8535	2854.0	1.0
35	47978.0	23202.0	0.8315	3239.0	1.0
36	61267.0	23186.0	0.798	2960.0	1.0
37	29310.0	19808.0	0.906	2771.0	1.0
38	33226.0	21048.0	0.898	2832.0	1.0
