Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	21773.0	19627.0	0.9685	3302.0	1.0
2	23585.0	20448.0	0.966	3318.0	1.0
3	24721.0	20973.0	0.965	3561.0	1.0
4	23950.0	20312.0	0.965	3206.0	1.0
5	21132.0	18416.0	0.97	2959.0	1.0
6	21347.0	18798.0	0.963	3358.0	1.0
7	23846.0	20837.0	0.9615	3517.0	1.0
8	23210.0	20319.0	0.972	3137.0	1.0
9	21986.0	19821.0	0.969	3220.0	1.0
10	22480.0	20053.0	0.972	3160.0	1.0
