Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	34394.0	22005.0	0.8885	3066.0	1.0
1	36468.0	23495.0	0.8985	2773.0	1.0
2	38466.0	23575.0	0.8885	3078.0	1.0
3	44732.0	23676.0	0.865	2742.0	1.0
4	38011.0	23310.0	0.8845	3069.0	1.0
5	36884.0	22612.0	0.88	2835.0	1.0
0	34085.0	22482.0	0.8965	3341.0	1.0
1	37235.0	24358.0	0.9025	3070.0	1.0
2	42781.0	24669.0	0.8795	3088.0	1.0
3	40486.0	23510.0	0.879	3184.0	1.0
4	38714.0	23805.0	0.89	2909.0	1.0
5	40813.0	23541.0	0.8805	2727.0	1.0
0	33861.0	21718.0	0.8975	2813.0	1.0
1	38450.0	23935.0	0.8825	3227.0	1.0
2	38043.0	24409.0	0.898	2939.0	1.0
3	44378.0	23891.0	0.86	2844.0	1.0
4	36633.0	23597.0	0.8975	2979.0	1.0
5	43431.0	24572.0	0.88	3078.0	1.0
0	37708.0	23363.0	0.888	2890.0	1.0
1	36931.0	24383.0	0.9045	2979.0	1.0
2	36704.0	23782.0	0.9045	2880.0	1.0
3	40261.0	22677.0	0.861	2908.0	1.0
4	37215.0	23796.0	0.8975	3129.0	1.0
5	39609.0	23834.0	0.8775	3097.0	1.0
0	32071.0	21290.0	0.9035	2913.0	1.0
1	38844.0	24542.0	0.8925	3090.0	1.0
2	38619.0	24312.0	0.9015	2552.0	1.0
3	42771.0	24383.0	0.8715	3145.0	1.0
4	36691.0	23535.0	0.901	2985.0	1.0
5	43528.0	24079.0	0.8705	2780.0	1.0
0	32451.0	21948.0	0.904	2980.0	1.0
1	36031.0	23715.0	0.9035	3068.0	1.0
2	40089.0	23779.0	0.8945	2873.0	1.0
3	40241.0	22600.0	0.866	2890.0	1.0
4	38093.0	23739.0	0.8855	3314.0	1.0
5	38467.0	22287.0	0.863	2961.0	1.0
0	34229.0	22309.0	0.901	2688.0	1.0
1	36549.0	23821.0	0.908	3009.0	1.0
2	37046.0	23464.0	0.9005	2765.0	1.0
3	45752.0	24140.0	0.849	3191.0	1.0
4	36471.0	23136.0	0.896	3013.0	1.0
5	38233.0	22877.0	0.888	2699.0	1.0
0	32394.0	22477.0	0.908	2849.0	1.0
1	37950.0	24483.0	0.909	3172.0	1.0
2	37498.0	23546.0	0.897	2756.0	1.0
3	41978.0	23920.0	0.87	2866.0	1.0
4	38039.0	24028.0	0.889	3015.0	1.0
5	36975.0	23172.0	0.885	3088.0	1.0
