Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	38681.0	22934.0	0.863	3372.0	1.0
2	40442.0	21647.0	0.8605	2940.0	1.0
3	39713.0	21225.0	0.8575	2786.0	1.0
4	56578.0	22143.0	0.7965	2820.0	1.0
5	70428.0	22123.0	0.761	2887.0	1.0
6	72132.0	22994.0	0.7515	3121.0	1.0
7	38810.0	21562.0	0.863	2902.0	1.0
8	42975.0	22025.0	0.8445	2905.0	1.0
9	31155.0	20612.0	0.8995	2874.0	1.0
10	49030.0	22685.0	0.8195	3067.0	1.0
11	49064.0	21130.0	0.8235	2754.0	1.0
12	39096.0	21450.0	0.86	2810.0	1.0
13	44252.0	22804.0	0.8565	2836.0	1.0
14	40505.0	22866.0	0.8575	3145.0	1.0
15	36474.0	22056.0	0.8745	3113.0	1.0
16	30484.0	20675.0	0.9115	2677.0	1.0
17	50195.0	22497.0	0.816	2938.0	1.0
18	39471.0	21772.0	0.859	3041.0	1.0
19	55007.0	23667.0	0.814	3017.0	1.0
20	44354.0	21987.0	0.84	2985.0	1.0
21	64920.0	22510.0	0.7755	2975.0	1.0
22	36433.0	21831.0	0.8815	2944.0	1.0
23	30213.0	20738.0	0.914	2823.0	1.0
24	37896.0	21431.0	0.8635	3152.0	1.0
25	43742.0	23009.0	0.8595	2908.0	1.0
26	40385.0	21237.0	0.844	3058.0	1.0
27	55052.0	22873.0	0.8	3166.0	1.0
28	34321.0	20506.0	0.8715	2799.0	1.0
29	39222.0	22098.0	0.86	2919.0	1.0
30	41745.0	21946.0	0.854	2626.0	1.0
31	52796.0	21405.0	0.799	3003.0	1.0
32	40613.0	22263.0	0.86	2903.0	1.0
33	47048.0	21623.0	0.8305	2766.0	1.0
34	38803.0	21882.0	0.8625	3070.0	1.0
35	63731.0	22854.0	0.783	2853.0	1.0
36	59838.0	23277.0	0.8	2877.0	1.0
37	34159.0	20563.0	0.8725	2916.0	1.0
38	38666.0	20761.0	0.864	2775.0	1.0
39	58940.0	23250.0	0.7975	3291.0	1.0
