Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	32259.0	29009.0	0.945	9092.0	1.0
2	32581.0	30061.0	0.957	9375.0	1.0
3	32294.0	28899.0	0.954	8073.0	1.0
4	33101.0	30358.0	0.9575	8693.0	1.0
5	32373.0	29339.0	0.95	7985.0	1.0
6	31789.0	29335.0	0.955	8625.0	1.0
7	32347.0	29717.0	0.9575	9535.0	1.0
8	32701.0	28709.0	0.9345	8524.0	1.0
9	33172.0	29784.0	0.9415	9113.0	1.0
10	32120.0	29341.0	0.951	8993.0	1.0
