Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	33222.0	20775.0	0.8845	3134.0	1.0
1	30441.0	19189.0	0.8935	2802.0	1.0
2	33873.0	20833.0	0.883	3208.0	1.0
3	29348.0	20261.0	0.913	2853.0	1.0
4	30249.0	20648.0	0.9065	2969.0	1.0
5	30517.0	20964.0	0.911	3003.0	1.0
6	60378.0	19907.0	0.7745	2918.0	1.0
0	37552.0	21458.0	0.869	3185.0	1.0
1	31066.0	20371.0	0.902	2943.0	1.0
2	32865.0	21116.0	0.8915	2905.0	1.0
3	28461.0	20404.0	0.9135	3135.0	1.0
4	30588.0	21115.0	0.9105	3028.0	1.0
5	30856.0	20949.0	0.9145	2842.0	1.0
6	59882.0	19947.0	0.772	2940.0	1.0
0	36349.0	21430.0	0.887	2997.0	1.0
1	30410.0	19576.0	0.8975	2913.0	1.0
2	33795.0	20747.0	0.8855	2868.0	1.0
3	28060.0	19551.0	0.907	3062.0	1.0
4	32347.0	20918.0	0.885	3175.0	1.0
5	30203.0	20567.0	0.916	2732.0	1.0
6	64368.0	21409.0	0.7715	2986.0	1.0
0	33835.0	22097.0	0.9	3051.0	1.0
1	31428.0	20669.0	0.8985	3080.0	1.0
2	32491.0	20759.0	0.883	3189.0	1.0
3	30582.0	19889.0	0.893	3163.0	1.0
4	31406.0	20177.0	0.8925	2861.0	1.0
5	29104.0	20301.0	0.9165	2978.0	1.0
6	57278.0	19999.0	0.772	3174.0	1.0
0	34465.0	21260.0	0.893	2672.0	1.0
1	31010.0	20733.0	0.903	3059.0	1.0
2	31070.0	20158.0	0.8975	3029.0	1.0
3	31031.0	20651.0	0.899	3200.0	1.0
4	33700.0	21765.0	0.8975	2992.0	1.0
5	28680.0	20581.0	0.919	2930.0	1.0
6	57238.0	19626.0	0.7705	3045.0	1.0
0	34762.0	21162.0	0.8935	2984.0	1.0
1	30406.0	20037.0	0.9045	2747.0	1.0
2	32956.0	20524.0	0.89	3023.0	1.0
3	29387.0	20505.0	0.915	2827.0	1.0
4	29195.0	20025.0	0.9025	3144.0	1.0
5	30759.0	21592.0	0.9155	3435.0	1.0
6	69755.0	21704.0	0.766	3019.0	1.0
0	36422.0	21489.0	0.8765	2926.0	1.0
1	31260.0	20472.0	0.896	2879.0	1.0
2	34769.0	21563.0	0.887	3047.0	1.0
3	30418.0	20314.0	0.8965	3150.0	1.0
4	33211.0	21032.0	0.8915	2986.0	1.0
5	31248.0	21022.0	0.9085	3095.0	1.0
6	66782.0	20633.0	0.7615	3092.0	1.0
0	35255.0	21675.0	0.89	2986.0	1.0
1	31057.0	20555.0	0.9045	2923.0	1.0
2	30990.0	20080.0	0.892	2940.0	1.0
3	27713.0	19546.0	0.915	3172.0	1.0
4	31880.0	21053.0	0.902	3043.0	1.0
5	32335.0	21551.0	0.9065	3022.0	1.0
6	59154.0	19703.0	0.7695	3083.0	1.0
0	34216.0	21235.0	0.8865	3014.0	1.0
1	29550.0	20324.0	0.9065	3101.0	1.0
2	32434.0	20691.0	0.892	3193.0	1.0
3	32042.0	20014.0	0.8835	3185.0	1.0
4	32000.0	20970.0	0.9005	3018.0	1.0
5	30828.0	20821.0	0.909	2893.0	1.0
