Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	6214.0	4359.0	0.9575	140.0	1.0
1	6044.0	4069.0	0.9445	122.0	1.0
2	5921.0	4048.0	0.9495	128.0	1.0
3	6255.0	4242.0	0.9525	144.0	1.0
4	5905.0	4059.0	0.9485	144.0	1.0
5	6045.0	3928.0	0.942	144.0	1.0
6	6453.0	4326.0	0.948	130.0	1.0
7	5791.0	4222.0	0.9565	160.0	1.0
8	5892.0	4061.0	0.951	138.0	1.0
9	6258.0	4247.0	0.951	119.0	1.0
10	5920.0	4327.0	0.962	176.0	1.0
11	5516.0	3879.0	0.9565	131.0	1.0
12	6233.0	4316.0	0.9595	125.0	1.0
13	6384.0	4304.0	0.953	144.0	1.0
14	6089.0	4174.0	0.954	144.0	1.0
15	5742.0	4013.0	0.9525	171.0	1.0
16	5911.0	4229.0	0.9575	139.0	1.0
17	5855.0	4006.0	0.955	150.0	1.0
18	5431.0	4061.0	0.9565	132.0	1.0
19	5404.0	4018.0	0.9635	123.0	1.0
20	5606.0	4007.0	0.9575	145.0	1.0
21	5824.0	4143.0	0.964	143.0	1.0
22	6182.0	4091.0	0.9425	144.0	1.0
23	6202.0	4208.0	0.9465	165.0	1.0
24	5663.0	4063.0	0.9535	154.0	1.0
25	5702.0	3956.0	0.9485	127.0	1.0
26	6741.0	4413.0	0.9465	135.0	1.0
27	6449.0	4361.0	0.958	146.0	1.0
28	5938.0	4073.0	0.9425	139.0	1.0
29	6248.0	4088.0	0.9475	141.0	1.0
30	6076.0	4072.0	0.95	147.0	1.0
31	5529.0	4037.0	0.9635	130.0	1.0
32	5906.0	4358.0	0.965	149.0	1.0
33	6097.0	4496.0	0.964	150.0	1.0
34	6259.0	4207.0	0.948	179.0	1.0
35	5716.0	4063.0	0.951	153.0	1.0
36	5912.0	4067.0	0.9535	156.0	1.0
37	5917.0	4194.0	0.9545	139.0	1.0
38	6102.0	4267.0	0.958	132.0	1.0
39	6278.0	4371.0	0.959	131.0	1.0
40	5527.0	4115.0	0.972	146.0	1.0
41	6204.0	4195.0	0.946	148.0	1.0
42	6124.0	4180.0	0.9585	151.0	1.0
43	6328.0	4248.0	0.957	102.0	1.0
44	5821.0	3984.0	0.9535	155.0	1.0
45	5717.0	4062.0	0.9645	127.0	1.0
46	5900.0	4161.0	0.9535	170.0	1.0
47	6155.0	4081.0	0.9505	128.0	1.0
48	6373.0	4226.0	0.943	123.0	1.0
49	5851.0	4018.0	0.948	130.0	1.0
50	5673.0	4060.0	0.961	130.0	1.0
51	6376.0	4245.0	0.9485	111.0	1.0
52	5945.0	4125.0	0.9585	144.0	1.0
53	5890.0	4273.0	0.968	123.0	1.0
54	6143.0	4318.0	0.958	165.0	1.0
55	6148.0	4219.0	0.9525	150.0	1.0
56	5596.0	3910.0	0.958	128.0	1.0
57	6180.0	4171.0	0.9525	154.0	1.0
58	5692.0	4076.0	0.9615	119.0	1.0
59	5751.0	3929.0	0.9565	127.0	1.0
60	5822.0	4267.0	0.96	142.0	1.0
61	6209.0	4031.0	0.9425	133.0	1.0
62	6404.0	4480.0	0.958	185.0	1.0
63	6041.0	4278.0	0.955	127.0	1.0
64	5886.0	4226.0	0.9605	127.0	1.0
65	6301.0	4297.0	0.952	157.0	1.0
66	5539.0	4062.0	0.961	178.0	1.0
67	5585.0	3931.0	0.952	122.0	1.0
68	6041.0	4128.0	0.963	130.0	1.0
69	6100.0	4310.0	0.9595	178.0	1.0
70	6082.0	4130.0	0.9525	157.0	1.0
71	5759.0	3901.0	0.9495	139.0	1.0
72	6447.0	4144.0	0.945	114.0	1.0
73	6229.0	4186.0	0.945	171.0	1.0
74	6191.0	4150.0	0.948	145.0	1.0
75	6091.0	4150.0	0.9535	123.0	1.0
76	5976.0	4307.0	0.9595	113.0	1.0
77	6311.0	4259.0	0.9485	161.0	1.0
78	5598.0	4099.0	0.9635	141.0	1.0
79	5806.0	4033.0	0.957	154.0	1.0
80	6111.0	4119.0	0.944	140.0	1.0
81	5807.0	4056.0	0.9565	125.0	1.0
82	6173.0	4075.0	0.943	141.0	1.0
83	5778.0	4126.0	0.9615	141.0	1.0
84	6191.0	4146.0	0.9445	137.0	1.0
85	5631.0	4012.0	0.95	134.0	1.0
86	6353.0	4046.0	0.9425	134.0	1.0
87	6427.0	4250.0	0.951	173.0	1.0
88	6221.0	4097.0	0.941	180.0	1.0
89	5902.0	4175.0	0.9575	148.0	1.0
90	6306.0	4304.0	0.953	151.0	1.0
91	5735.0	3948.0	0.95	163.0	1.0
92	5819.0	4110.0	0.952	152.0	1.0
93	5705.0	3972.0	0.962	144.0	1.0
94	6154.0	4137.0	0.9485	146.0	1.0
95	6094.0	4206.0	0.948	143.0	1.0
96	6173.0	4245.0	0.9525	187.0	1.0
97	5925.0	4147.0	0.9575	153.0	1.0
98	5484.0	3869.0	0.956	153.0	1.0
99	6340.0	4071.0	0.9425	165.0	1.0
