Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	60330.0	22726.0	0.802	2897.0	1.0
2	60162.0	21836.0	0.783	2862.0	1.0
3	56367.0	22758.0	0.794	3054.0	1.0
4	50575.0	22803.0	0.8295	2922.0	1.0
5	56062.0	22690.0	0.803	2923.0	1.0
6	45609.0	23535.0	0.8495	2855.0	1.0
7	44515.0	22000.0	0.846	2848.0	1.0
8	55850.0	22217.0	0.801	3008.0	1.0
9	52996.0	22905.0	0.812	3273.0	1.0
10	51008.0	23254.0	0.824	3208.0	1.0
11	46217.0	22156.0	0.828	2889.0	1.0
12	52444.0	22283.0	0.8125	3323.0	1.0
13	71489.0	22817.0	0.765	2946.0	1.0
14	43890.0	21945.0	0.8475	2830.0	1.0
15	68633.0	21729.0	0.7555	2906.0	1.0
16	46424.0	22468.0	0.8425	3107.0	1.0
17	73126.0	23958.0	0.7675	3196.0	1.0
18	40408.0	22589.0	0.871	2996.0	1.0
19	39065.0	22080.0	0.8635	2819.0	1.0
20	48458.0	24005.0	0.847	2795.0	1.0
21	50143.0	21615.0	0.82	2854.0	1.0
22	51171.0	22358.0	0.8245	2711.0	1.0
23	64790.0	22811.0	0.7785	2930.0	1.0
24	59675.0	21267.0	0.791	2975.0	1.0
25	49591.0	22004.0	0.8255	2846.0	1.0
26	50772.0	22107.0	0.8115	3085.0	1.0
27	51327.0	22550.0	0.8255	2803.0	1.0
28	47573.0	22665.0	0.824	3109.0	1.0
29	55883.0	22421.0	0.8125	2761.0	1.0
30	48562.0	22868.0	0.833	2948.0	1.0
31	69014.0	23368.0	0.7675	3104.0	1.0
32	54080.0	22896.0	0.805	3046.0	1.0
33	53755.0	22078.0	0.81	2937.0	1.0
34	43255.0	22811.0	0.846	3072.0	1.0
35	87756.0	25032.0	0.727	3186.0	1.0
36	67136.0	22211.0	0.762	3197.0	1.0
37	52932.0	23581.0	0.8195	2951.0	1.0
38	56921.0	23805.0	0.811	2903.0	1.0
39	47330.0	22792.0	0.837	2924.0	1.0
40	44239.0	21998.0	0.834	2960.0	1.0
41	50846.0	24107.0	0.8315	2815.0	1.0
42	61868.0	23234.0	0.7885	2879.0	1.0
43	57516.0	22832.0	0.8015	2994.0	1.0
44	33557.0	21505.0	0.8895	3108.0	1.0
45	46677.0	22956.0	0.838	3068.0	1.0
46	57310.0	23862.0	0.8035	3164.0	1.0
47	48311.0	22496.0	0.8265	3020.0	1.0
48	60583.0	24081.0	0.791	3201.0	1.0
49	72069.0	22224.0	0.7495	3321.0	1.0
50	54994.0	22200.0	0.7935	3100.0	1.0
51	64049.0	24085.0	0.776	3480.0	1.0
52	52393.0	22173.0	0.8165	2724.0	1.0
53	49160.0	22295.0	0.814	3046.0	1.0
54	55604.0	22692.0	0.807	2819.0	1.0
55	54541.0	22534.0	0.8165	2595.0	1.0
56	48125.0	23085.0	0.837	2848.0	1.0
57	69140.0	23690.0	0.7775	2859.0	1.0
58	55818.0	23227.0	0.8235	3027.0	1.0
59	64780.0	24190.0	0.7825	2932.0	1.0
60	59748.0	21599.0	0.7805	3183.0	1.0
61	64331.0	23268.0	0.784	2840.0	1.0
62	52127.0	22361.0	0.815	2878.0	1.0
63	44707.0	21867.0	0.837	2971.0	1.0
64	58243.0	24440.0	0.8075	3193.0	1.0
65	49768.0	21085.0	0.812	3080.0	1.0
66	49206.0	22214.0	0.8185	2858.0	1.0
67	42382.0	22463.0	0.856	3040.0	1.0
68	51706.0	23224.0	0.817	3032.0	1.0
