Runs 	Weibull Discovery Time 	Discovery Time 	Fraction Discovery 	Information Time 	Fraction Information
   1 	               29610.0 	       20876.0 	            0.9194 	          3044.0 	                 1.0
   2 	               29174.0 	       21103.0 	            0.9233 	          3084.0 	                 1.0
   3 	               29920.0 	       21648.0 	            0.9264 	          3077.0 	                 1.0
   4 	               30354.0 	       21048.0 	            0.9125 	          3066.0 	                 1.0
   5 	               28832.0 	       20567.0 	            0.9204 	          3031.0 	                 1.0
   6 	               30297.0 	       19905.0 	            0.8983 	          3032.0 	                 1.0
