Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	35819.0	22697.0	0.892	3069.0	1.0
2	33930.0	22089.0	0.899	3178.0	1.0
3	36500.0	24209.0	0.893	3197.0	1.0
4	32538.0	22013.0	0.9025	3099.0	1.0
5	34461.0	22596.0	0.904	2735.0	1.0
6	33572.0	22357.0	0.8995	3031.0	1.0
7	37386.0	23956.0	0.882	3054.0	1.0
8	34466.0	22645.0	0.898	2843.0	1.0
9	32077.0	21160.0	0.8995	2791.0	1.0
10	33623.0	22538.0	0.9	2929.0	1.0
