Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	34324.0	20620.0	0.874	2983.0	1.0
2	46661.0	21783.0	0.828	2673.0	1.0
3	44908.0	22090.0	0.841	3132.0	1.0
4	44960.0	21395.0	0.8295	3161.0	1.0
5	60352.0	22996.0	0.7945	3075.0	1.0
6	70691.0	22462.0	0.7665	2977.0	1.0
7	45878.0	22387.0	0.8305	3232.0	1.0
8	39172.0	22346.0	0.869	2798.0	1.0
9	31574.0	20807.0	0.9035	2873.0	1.0
10	35438.0	20115.0	0.875	2666.0	1.0
11	57004.0	22056.0	0.7985	2875.0	1.0
12	35300.0	21776.0	0.8815	3033.0	1.0
13	39349.0	22915.0	0.873	3031.0	1.0
14	40994.0	21458.0	0.8555	2733.0	1.0
15	31471.0	20198.0	0.896	2745.0	1.0
16	66672.0	22395.0	0.7715	2872.0	1.0
17	32600.0	21197.0	0.8995	3095.0	1.0
18	40271.0	22343.0	0.8695	3104.0	1.0
19	37189.0	21675.0	0.8695	3337.0	1.0
20	31839.0	21397.0	0.9	2777.0	1.0
21	33092.0	21510.0	0.899	3066.0	1.0
22	55759.0	22955.0	0.816	2850.0	1.0
23	68414.0	21315.0	0.763	3024.0	1.0
24	102624.0	21771.0	0.691	2873.0	1.0
25	141713.0	10111.0	0.4275	3364.0	0.997
26	33015.0	20821.0	0.8915	2863.0	1.0
27	49267.0	21517.0	0.809	2901.0	1.0
28	31032.0	20808.0	0.9025	2763.0	1.0
29	40622.0	22973.0	0.8675	3140.0	1.0
30	47498.0	21977.0	0.827	2767.0	1.0
31	28005.0	20443.0	0.926	2839.0	1.0
32	31495.0	20626.0	0.8995	3130.0	1.0
33	40929.0	20891.0	0.8545	2761.0	1.0
34	32686.0	20510.0	0.89	2637.0	1.0
35	60772.0	23082.0	0.7845	2992.0	1.0
36	40918.0	21724.0	0.8555	2832.0	1.0
37	35398.0	21531.0	0.8905	2925.0	1.0
38	43703.0	21520.0	0.839	2944.0	1.0
39	31473.0	21495.0	0.91	3253.0	1.0
40	73389.0	24765.0	0.774	2899.0	1.0
41	32787.0	20132.0	0.888	2925.0	1.0
42	37096.0	21476.0	0.8655	3085.0	1.0
43	64093.0	22597.0	0.7895	2851.0	1.0
44	52216.0	23193.0	0.815	3083.0	1.0
45	34893.0	21330.0	0.8765	3111.0	1.0
46	32158.0	20147.0	0.89	2996.0	1.0
47	36369.0	22182.0	0.8885	3173.0	1.0
48	34735.0	21142.0	0.876	3091.0	1.0
49	41397.0	21893.0	0.8585	2639.0	1.0
50	34831.0	22004.0	0.8975	2882.0	1.0
51	48682.0	22331.0	0.833	3091.0	1.0
52	36651.0	21518.0	0.8805	2762.0	1.0
53	38734.0	21770.0	0.859	2835.0	1.0
54	37278.0	21354.0	0.869	2948.0	1.0
55	42949.0	21404.0	0.829	2999.0	1.0
56	58989.0	19747.0	0.7715	2887.0	1.0
57	29463.0	20103.0	0.902	2855.0	1.0
58	37636.0	23047.0	0.8855	3157.0	1.0
59	55033.0	21758.0	0.808	2789.0	1.0
60	33223.0	20758.0	0.886	2986.0	1.0
61	36079.0	21520.0	0.8865	2782.0	1.0
62	47701.0	23186.0	0.8325	3159.0	1.0
63	40324.0	22834.0	0.875	2941.0	1.0
64	47935.0	22916.0	0.825	3126.0	1.0
65	32079.0	20569.0	0.888	3117.0	1.0
66	52654.0	24325.0	0.8245	3140.0	1.0
