Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	22728.0	19860.0	0.9673	3235.0	1.0
2	30240.0	22038.0	0.9308	3358.0	1.0
3	22220.0	19649.0	0.9749	3371.0	1.0
4	20125.0	18295.0	0.9741	3245.0	1.0
5	23531.0	20600.0	0.9846	3176.0	1.0
6	17377.0	16783.0	0.9804	3178.0	1.0
