Runs	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
1	64635.0	21798.0	0.7595	2982.0	1.0
2	39677.0	22965.0	0.8615	3541.0	1.0
3	71446.0	22786.0	0.76	3039.0	1.0
4	44335.0	22293.0	0.851	2978.0	1.0
5	44206.0	22706.0	0.855	2835.0	1.0
6	46475.0	22377.0	0.8345	3000.0	1.0
7	48747.0	23565.0	0.8235	3072.0	1.0
8	54697.0	21585.0	0.8	3000.0	1.0
9	49718.0	22804.0	0.828	3163.0	1.0
10	57174.0	21512.0	0.7955	2793.0	1.0
