Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
9	25151.0	18105.0	0.9	2908.0	1.0
19	24837.0	19904.0	0.9375	3207.0	1.0
32	27637.0	19644.0	0.8938	4002.0	1.0
27	33596.0	21100.0	0.8563	4107.0	1.0
32	30726.0	20249.0	0.9	3925.0	1.0
29	30386.0	21390.0	0.9063	2957.0	1.0
25	28955.0	21126.0	0.9125	3262.0	1.0
34	29985.0	21767.0	0.925	3206.0	1.0
36	30844.0	22793.0	0.9125	3919.0	1.0
28	27543.0	20283.0	0.9	3167.0	1.0
27	30423.0	19264.0	0.9	3306.0	1.0
4	28510.0	21118.0	0.925	3553.0	1.0
27	29433.0	20572.0	0.8938	4003.0	1.0
29	30731.0	21550.0	0.8938	3335.0	1.0
9	25425.0	19519.0	0.9063	2823.0	1.0
38	30945.0	23245.0	0.9125	3674.0	1.0
28	29196.0	19976.0	0.8875	3151.0	1.0
28	33177.0	20900.0	0.8875	2981.0	1.0
13	23639.0	18558.0	0.9187	3384.0	1.0
37	30717.0	21036.0	0.9187	2798.0	1.0
23	27492.0	21001.0	0.9063	3245.0	1.0
25	31134.0	22899.0	0.925	3218.0	1.0
26	29870.0	19766.0	0.8875	2707.0	1.0
3	28363.0	22028.0	0.9438	4161.0	1.0
23	29263.0	22732.0	0.9125	3021.0	1.0
29	28068.0	22350.0	0.9313	3882.0	1.0
1	29092.0	20196.0	0.925	3081.0	1.0
2	30264.0	21656.0	0.8938	3409.0	1.0
20	31375.0	24562.0	0.9437	3008.0	1.0
21	28843.0	22152.0	0.9437	2306.0	1.0
10	25718.0	20463.0	0.9375	2654.0	1.0
16	28690.0	21267.0	0.9125	3691.0	1.0
21	31116.0	22666.0	0.925	3225.0	1.0
26	32706.0	24235.0	0.9	4410.0	1.0
21	28465.0	21289.0	0.9	4142.0	1.0
5	28562.0	21010.0	0.925	2816.0	1.0
31	26095.0	19439.0	0.9375	2964.0	1.0
11	32045.0	21114.0	0.8938	3481.0	1.0
0	30709.0	23539.0	0.925	3185.0	1.0
20	29430.0	18856.0	0.9	3049.0	1.0
33	27739.0	21191.0	0.9313	3064.0	1.0
22	30195.0	21598.0	0.8938	3283.0	1.0
12	31471.0	20314.0	0.875	3750.0	1.0
11	29047.0	21390.0	0.9187	3548.0	1.0
36	26706.0	20492.0	0.9187	3493.0	1.0
4	28547.0	22981.0	0.9313	4805.0	1.0
1	28392.0	18823.0	0.8812	4247.0	1.0
21	27897.0	23992.0	0.9688	4313.0	1.0
10	25510.0	19037.0	0.9062	3742.0	1.0
2	30533.0	22323.0	0.9188	3550.0	1.0
4	27593.0	21325.0	0.9437	2779.0	1.0
27	27880.0	20186.0	0.8812	4834.0	1.0
14	27267.0	21064.0	0.8875	3769.0	1.0
20	26254.0	21137.0	0.925	4087.0	1.0
1	32917.0	22308.0	0.9	3089.0	1.0
34	31171.0	21283.0	0.8875	3956.0	1.0
12	26260.0	18110.0	0.9062	2743.0	1.0
34	26597.0	17991.0	0.8688	3043.0	1.0
9	24793.0	18602.0	0.9187	3924.0	1.0
27	28927.0	20702.0	0.9063	3107.0	1.0
34	27772.0	21316.0	0.9188	4068.0	1.0
6	26204.0	19081.0	0.9125	3594.0	1.0
14	31032.0	23478.0	0.9313	2702.0	1.0
3	30670.0	22838.0	0.925	3841.0	1.0
32	28859.0	21849.0	0.9	3858.0	1.0
13	29303.0	21392.0	0.9125	3548.0	1.0
17	32781.0	21102.0	0.8562	5326.0	1.0
38	29220.0	19066.0	0.8813	3749.0	1.0
19	30140.0	20615.0	0.9	3212.0	1.0
19	25427.0	18042.0	0.925	2930.0	1.0
37	24639.0	17406.0	0.9063	3581.0	1.0
18	29104.0	20904.0	0.9	3655.0	1.0
33	30333.0	21493.0	0.8938	3749.0	1.0
5	29373.0	18854.0	0.8813	2966.0	1.0
32	26756.0	19706.0	0.9062	4521.0	1.0
16	30256.0	20356.0	0.8938	3136.0	1.0
19	27929.0	21134.0	0.9187	3460.0	1.0
17	28498.0	21594.0	0.9063	3296.0	1.0
22	27519.0	21490.0	0.925	4509.0	1.0
26	29467.0	20942.0	0.9125	3419.0	1.0
32	26108.0	20048.0	0.9375	2709.0	1.0
19	27899.0	22276.0	0.95	3386.0	1.0
1	29780.0	20304.0	0.8875	3788.0	1.0
32	29617.0	20002.0	0.9	3550.0	1.0
33	29502.0	21386.0	0.9188	3014.0	1.0
20	27267.0	21263.0	0.9	4112.0	1.0
22	25834.0	19986.0	0.925	3352.0	1.0
34	30155.0	22768.0	0.925	3130.0	1.0
8	24351.0	21324.0	0.9625	3605.0	1.0
30	32201.0	24142.0	0.925	2596.0	1.0
23	27887.0	20357.0	0.925	2980.0	1.0
0	29974.0	20998.0	0.9313	2810.0	1.0
25	27128.0	20648.0	0.9062	3001.0	1.0
1	27574.0	20487.0	0.9125	4081.0	1.0
39	27522.0	20483.0	0.8938	4596.0	1.0
33	28519.0	17561.0	0.8938	2871.0	1.0
21	29657.0	22005.0	0.9063	3844.0	1.0
35	32091.0	20026.0	0.9125	2512.0	1.0
8	29361.0	21362.0	0.9	3516.0	1.0
36	27578.0	19867.0	0.8812	3725.0	1.0
6	28984.0	18542.0	0.8938	2629.0	1.0
1	28768.0	20102.0	0.9125	3247.0	1.0
13	32598.0	22794.0	0.8875	3944.0	1.0
17	26310.0	22518.0	0.925	4570.0	1.0
33	29575.0	20462.0	0.9063	2519.0	1.0
38	30070.0	23064.0	0.9188	4020.0	1.0
21	27307.0	20322.0	0.9187	2925.0	1.0
4	31434.0	24526.0	0.9313	3743.0	1.0
16	27642.0	19147.0	0.8937	3254.0	1.0
39	26888.0	22100.0	0.9313	3223.0	1.0
1	30181.0	21884.0	0.9	3414.0	1.0
20	28057.0	20196.0	0.8938	3379.0	1.0
13	26372.0	19706.0	0.925	3413.0	1.0
36	22624.0	18840.0	0.9438	3716.0	1.0
34	29754.0	20718.0	0.8938	3958.0	1.0
10	30149.0	21140.0	0.9062	3117.0	1.0
17	31289.0	23592.0	0.9125	4483.0	1.0
38	25162.0	18751.0	0.9125	3894.0	1.0
21	28547.0	18812.0	0.8938	3279.0	1.0
17	29835.0	20646.0	0.8938	2650.0	1.0
5	29893.0	20232.0	0.9188	2741.0	1.0
10	28384.0	22209.0	0.9125	4620.0	1.0
36	27545.0	22996.0	0.9438	4126.0	1.0
16	28796.0	20294.0	0.9	3438.0	1.0
7	27500.0	20454.0	0.9187	3289.0	1.0
12	30230.0	23404.0	0.9188	4224.0	1.0
8	31617.0	21946.0	0.8813	4228.0	1.0
30	33976.0	21997.0	0.8875	3800.0	1.0
39	23932.0	20358.0	0.9188	3869.0	1.0
27	27123.0	18599.0	0.875	3525.0	1.0
6	30154.0	22975.0	0.925	4297.0	1.0
25	28091.0	21682.0	0.9125	2776.0	1.0
0	28552.0	21144.0	0.8938	4334.0	1.0
20	29718.0	21704.0	0.9	2980.0	1.0
12	25984.0	20482.0	0.9125	3701.0	1.0
8	25900.0	16878.0	0.8563	3143.0	1.0
22	30240.0	21757.0	0.9063	2757.0	1.0
27	29255.0	19970.0	0.9062	3116.0	1.0
3	30366.0	20240.0	0.8875	2211.0	1.0
33	30348.0	18599.0	0.8625	3440.0	1.0
18	28050.0	21245.0	0.9125	3104.0	1.0
12	31841.0	24850.0	0.9313	4275.0	1.0
17	25874.0	19370.0	0.9	3260.0	1.0
23	25562.0	19307.0	0.925	3228.0	1.0
9	28358.0	19654.0	0.8938	3383.0	1.0
11	28694.0	22659.0	0.9188	3607.0	1.0
14	27681.0	18968.0	0.8875	2436.0	1.0
0	27923.0	20297.0	0.8938	3556.0	1.0
0	30027.0	20430.0	0.8813	3338.0	1.0
28	31272.0	22670.0	0.9	4255.0	1.0
10	26690.0	20099.0	0.9125	2340.0	1.0
32	27625.0	21621.0	0.9313	3128.0	1.0
24	28712.0	21407.0	0.9	3404.0	1.0
35	30148.0	22938.0	0.9125	3817.0	1.0
35	30864.0	21779.0	0.925	2960.0	1.0
19	29420.0	21112.0	0.8938	2984.0	1.0
21	28178.0	21065.0	0.925	3368.0	1.0
32	28291.0	20480.0	0.9	3883.0	1.0
29	20267.0	16556.0	0.9188	3111.0	1.0
7	29197.0	23084.0	0.9188	4200.0	1.0
16	28779.0	21052.0	0.9313	3811.0	1.0
39	27642.0	20526.0	0.9313	2752.0	1.0
13	26902.0	20883.0	0.9188	3370.0	1.0
24	27896.0	21732.0	0.925	3320.0	1.0
37	23583.0	18082.0	0.9188	3526.0	1.0
15	28692.0	23161.0	0.925	4532.0	1.0
10	29660.0	21326.0	0.9312	3128.0	1.0
2	29894.0	21726.0	0.9125	4181.0	1.0
5	30958.0	23985.0	0.925	3428.0	1.0
20	26627.0	18887.0	0.9	3016.0	1.0
29	32913.0	20920.0	0.9062	2944.0	1.0
19	24151.0	18610.0	0.9187	2833.0	1.0
9	29513.0	19833.0	0.875	3753.0	1.0
17	29618.0	21924.0	0.9188	3429.0	1.0
13	27156.0	21497.0	0.9375	3601.0	1.0
