Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
35	30817.0	22524.0	0.9125	4200.0	1.0
9	30755.0	21148.0	0.9125	3372.0	1.0
17	29402.0	22052.0	0.9188	3159.0	1.0
34	31589.0	21156.0	0.9	3795.0	1.0
17	29707.0	20682.0	0.9125	3667.0	1.0
17	24537.0	18980.0	0.9125	3150.0	1.0
8	31190.0	19774.0	0.8875	3561.0	1.0
38	25669.0	21258.0	0.9375	4055.0	1.0
30	33084.0	21894.0	0.8875	3111.0	1.0
8	24907.0	18943.0	0.9125	3520.0	1.0
10	28706.0	17216.0	0.8688	3403.0	1.0
25	27257.0	18770.0	0.8938	3301.0	1.0
14	28954.0	20413.0	0.9	3992.0	1.0
6	27531.0	20484.0	0.9188	3249.0	1.0
39	27192.0	20417.0	0.9188	2766.0	1.0
11	30295.0	23696.0	0.9375	3992.0	1.0
27	31408.0	22391.0	0.9	3533.0	1.0
7	26392.0	20072.0	0.9188	3472.0	1.0
27	26542.0	20355.0	0.9188	2990.0	1.0
4	27160.0	21023.0	0.9125	2771.0	1.0
33	27745.0	21980.0	0.9438	3075.0	1.0
5	30365.0	20997.0	0.9	3173.0	1.0
36	29222.0	19892.0	0.875	3083.0	1.0
21	27881.0	22610.0	0.9313	4442.0	1.0
33	28240.0	22670.0	0.9375	3128.0	1.0
19	28029.0	20711.0	0.9187	3470.0	1.0
16	25621.0	19929.0	0.9375	4002.0	1.0
28	30266.0	22049.0	0.925	3415.0	1.0
7	27660.0	21672.0	0.9313	3064.0	1.0
3	24936.0	21356.0	0.95	3475.0	1.0
24	28976.0	21010.0	0.9125	3428.0	1.0
12	30182.0	21030.0	0.9	3751.0	1.0
32	29557.0	19100.0	0.8875	3486.0	1.0
25	29747.0	21852.0	0.9062	3820.0	1.0
4	32379.0	20824.0	0.8688	3707.0	1.0
26	27314.0	20253.0	0.9188	3625.0	1.0
28	28247.0	22100.0	0.95	3128.0	1.0
25	27576.0	21227.0	0.9188	3256.0	1.0
24	28180.0	22152.0	0.9375	3144.0	1.0
16	29894.0	22055.0	0.9313	3948.0	1.0
24	25122.0	18643.0	0.9063	3206.0	1.0
9	27428.0	19593.0	0.9062	3312.0	1.0
26	30101.0	22600.0	0.9188	3672.0	1.0
27	27727.0	21886.0	0.95	3672.0	1.0
20	26974.0	23098.0	0.925	4367.0	1.0
15	31542.0	19248.0	0.8625	3541.0	1.0
6	27776.0	22306.0	0.9125	3508.0	1.0
0	25831.0	19215.0	0.9313	4140.0	1.0
23	26558.0	20445.0	0.9313	3093.0	1.0
5	27193.0	20690.0	0.9188	4209.0	1.0
32	28493.0	20606.0	0.9063	4702.0	1.0
27	26591.0	19515.0	0.9	3740.0	1.0
36	23536.0	17929.0	0.925	3083.0	1.0
27	31266.0	22050.0	0.9062	3341.0	1.0
3	25929.0	19705.0	0.9125	3284.0	1.0
39	27740.0	21932.0	0.9313	3861.0	1.0
16	26606.0	17727.0	0.875	3577.0	1.0
23	23471.0	18650.0	0.9125	3925.0	1.0
4	25959.0	21486.0	0.9688	2909.0	1.0
9	28912.0	21644.0	0.9188	4252.0	1.0
11	29461.0	23577.0	0.9125	4204.0	1.0
6	28410.0	21416.0	0.9125	3490.0	1.0
26	26472.0	20278.0	0.9125	3611.0	1.0
30	30442.0	20809.0	0.9063	2564.0	1.0
13	28515.0	23142.0	0.9437	3837.0	1.0
14	25328.0	19471.0	0.8812	5309.0	1.0
13	28882.0	20935.0	0.925	3175.0	1.0
16	28995.0	19220.0	0.875	3017.0	1.0
30	27703.0	18296.0	0.8938	3202.0	1.0
16	26742.0	21252.0	0.925	4143.0	1.0
25	27467.0	20252.0	0.9125	4650.0	1.0
14	26543.0	20996.0	0.9188	3600.0	1.0
26	28631.0	21270.0	0.9062	3137.0	1.0
29	30583.0	21957.0	0.9062	3987.0	1.0
31	27723.0	18533.0	0.8875	2965.0	1.0
30	23852.0	19872.0	0.9313	3704.0	1.0
33	24794.0	19699.0	0.9188	2885.0	1.0
3	27379.0	19076.0	0.9	3295.0	1.0
28	28243.0	23207.0	0.9188	3998.0	1.0
29	24656.0	19699.0	0.9125	5158.0	1.0
7	30219.0	22261.0	0.8938	2732.0	1.0
9	26899.0	20530.0	0.9	3128.0	1.0
2	26388.0	20584.0	0.925	4364.0	1.0
11	23566.0	18339.0	0.9313	2569.0	1.0
12	24721.0	18455.0	0.925	3608.0	1.0
28	26000.0	19411.0	0.9125	3227.0	1.0
1	26671.0	19879.0	0.9125	3525.0	1.0
24	25109.0	20232.0	0.9062	5016.0	1.0
22	29175.0	22665.0	0.9188	3542.0	1.0
