26,0,-2.92,-5.92,-3.64,-11.46,0.13,100
42,0,0.52,-2.41,0.52,-10.22,0.13,100
60,0,5.68,2.19,3.53,-5.84,0.13,100
74,0,6.13,3.69,4.46,-3.68,0.14,100
93,0,6.58,5.01,5.10,-4.73,0.14,100
109,0,7.77,5.45,7.15,-4.25,0.14,100
124,0,9.75,5.84,8.00,2.19,0.14,100
141,0,10.39,6.65,8.50,3.96,0.14,100
159,0,11.30,6.65,9.41,4.24,0.14,100
175,0,11.62,7.59,10.63,5.90,0.14,100
191,0,12.93,8.60,9.93,4.47,0.14,100
206,0,14.39,8.60,10.80,4.84,0.14,100
223,0,14.39,8.60,12.39,5.30,0.14,100
240,0,14.39,10.44,12.76,6.82,0.15,100
255,0,15.04,10.44,14.52,8.41,0.15,100
271,0,15.32,10.51,14.12,8.11,0.15,100
285,0,16.60,12.42,12.73,7.09,0.15,100
299,0,16.60,13.08,13.12,7.84,0.15,100
315,0,16.60,13.08,14.68,7.25,0.15,100
327,0,16.60,13.08,14.84,4.22,0.15,100
339,0,16.60,13.08,14.60,6.17,0.15,100
353,0,16.60,13.08,14.63,6.25,0.15,100
366,0,17.57,13.08,15.87,9.68,0.15,100
380,0,17.57,13.08,14.37,7.50,0.15,100
393,0,17.66,13.08,15.83,6.09,0.15,100
405,0,17.66,13.08,14.88,3.58,0.16,100
418,0,17.66,13.08,17.36,7.29,0.16,100
432,0,17.66,13.08,15.64,7.44,0.16,100
444,0,19.38,13.08,14.92,7.98,0.16,100
457,0,20.63,14.79,19.53,7.02,0.15,100
470,0,20.63,14.79,16.04,7.56,0.16,100
486,0,22.88,18.59,17.14,6.53,0.16,100
498,0,26.61,20.05,21.96,10.88,0.16,100
508,0,26.61,20.37,24.98,12.17,0.16,100
521,0,27.32,20.96,23.55,13.21,0.16,100
533,0,27.32,20.96,24.85,14.22,0.16,100
544,1,28.12,24.03,25.36,17.27,0.16,100
556,1,29.14,24.03,26.44,18.17,0.16,100
569,1,30.11,24.03,29.26,21.07,0.16,100
580,1,30.11,24.03,27.85,16.45,0.16,100
592,1,30.11,24.03,30.04,17.56,0.16,100
605,1,30.39,24.26,26.47,17.18,0.16,100
617,1,30.39,26.00,28.41,20.10,0.16,100
629,1,32.98,27.81,32.98,22.50,0.16,100
643,1,32.98,27.81,28.30,19.61,0.16,100
655,1,32.98,27.81,27.95,22.01,0.16,100
666,1,32.98,27.81,29.18,19.90,0.16,100
678,1,32.98,27.81,30.20,22.57,0.16,100
691,1,32.98,27.81,28.02,21.97,0.16,100
704,1,32.98,27.81,31.15,21.45,0.16,100
716,1,32.98,27.81,30.55,22.66,0.16,100
728,1,32.98,28.05,31.46,23.56,0.16,100
739,1,33.60,28.05,33.60,18.70,0.16,100
750,1,33.60,28.05,32.78,21.79,0.16,100
761,1,35.63,28.74,31.22,23.50,0.16,100
773,1,35.63,28.74,31.18,22.72,0.16,100
784,1,36.95,28.74,36.95,22.09,0.16,100
798,1,37.02,28.74,33.78,20.99,0.16,100
810,1,37.02,32.14,34.50,23.66,0.16,100
821,1,37.02,32.14,35.80,22.60,0.16,100
832,1,37.02,32.14,33.35,22.38,0.16,100
841,1,37.02,32.14,33.85,18.13,0.16,100
851,1,37.02,32.14,30.72,21.11,0.16,100
863,1,37.02,32.14,29.82,19.16,0.16,100
875,1,37.02,32.14,30.46,19.65,0.16,100
886,1,37.02,32.14,28.66,20.43,0.16,100
898,1,37.02,32.14,31.60,23.71,0.16,100
