20,0,-2.45,-5.23,-4.71,-9.98,0.13,100
39,0,3.75,-0.81,2.63,-6.60,0.13,100
56,0,4.67,0.83,4.67,-3.10,0.13,100
72,0,5.69,1.87,2.96,-4.41,0.13,100
88,0,5.69,2.34,5.14,-4.69,0.14,100
105,0,6.89,2.59,5.45,-0.72,0.14,100
122,0,8.13,4.65,8.13,1.43,0.14,100
139,0,11.69,7.87,11.04,3.15,0.14,100
153,0,11.69,8.46,11.04,-0.31,0.14,100
167,0,12.15,8.46,10.09,-0.72,0.14,100
178,0,12.15,8.46,11.93,-4.07,0.14,100
195,0,12.63,10.23,11.97,3.59,0.14,100
210,0,12.63,10.23,10.86,4.67,0.14,100
224,0,13.60,10.23,12.30,3.95,0.15,100
239,0,15.34,10.23,11.80,6.97,0.15,100
254,0,15.34,11.01,15.16,4.21,0.15,100
268,0,15.34,11.37,13.43,8.12,0.15,100
282,0,15.34,11.37,12.34,7.46,0.15,100
296,0,15.34,11.37,13.06,8.02,0.15,100
309,0,15.34,11.37,13.46,6.93,0.15,100
323,0,15.34,11.37,14.50,9.60,0.15,100
335,0,16.46,11.37,15.16,6.83,0.15,100
348,0,16.46,11.92,14.35,8.17,0.15,100
362,0,16.46,13.54,15.22,5.00,0.16,100
381,0,16.46,13.54,15.06,5.68,0.16,100
393,0,16.46,13.54,15.64,8.87,0.16,100
406,0,17.00,13.54,14.17,8.66,0.16,100
420,0,17.00,13.54,14.75,7.56,0.16,100
433,0,17.00,13.54,15.13,9.43,0.16,100
447,0,17.00,13.54,14.70,4.46,0.16,100
461,0,17.00,13.54,14.46,8.84,0.16,100
476,0,17.00,13.54,14.96,9.11,0.16,100
490,0,17.00,13.54,14.76,10.56,0.16,100
503,0,17.00,13.54,15.60,12.08,0.16,100
516,0,17.42,13.54,16.47,11.34,0.16,100
530,1,18.33,13.63,16.32,9.92,0.16,100
544,1,19.23,15.37,17.56,11.22,0.16,100
561,1,19.23,15.37,16.06,10.82,0.16,100
576,1,19.23,15.37,16.88,8.93,0.16,100
589,1,19.23,16.35,18.85,11.06,0.16,100
602,1,20.17,16.35,20.04,12.57,0.16,100
615,1,20.99,16.78,18.74,14.98,0.16,100
