22,0,-5.08,-6.11,-5.08,-14.84,0.13,100
44,0,-2.28,-5.79,-3.95,-11.28,0.13,100
67,0,3.48,-0.54,2.74,-7.33,0.13,100
84,0,5.50,0.38,4.41,-0.56,0.14,100
103,0,5.50,2.36,4.42,-5.56,0.14,100
120,0,5.86,2.36,5.32,-1.57,0.14,100
137,0,6.27,2.36,4.78,-3.08,0.14,100
154,0,6.27,2.36,2.07,-1.86,0.14,100
172,0,7.16,2.36,4.63,-2.13,0.14,100
191,0,8.56,2.36,6.78,-5.40,0.14,100
207,0,8.56,2.95,8.53,-6.14,0.14,100
225,0,9.47,4.31,8.63,-0.23,0.14,100
243,0,14.60,6.60,14.60,1.88,0.15,100
260,0,15.27,8.24,12.90,5.94,0.15,100
277,0,17.26,13.83,11.42,4.99,0.15,100
296,0,17.26,13.83,14.40,0.62,0.15,100
311,0,18.05,13.83,13.29,2.86,0.15,100
327,0,18.05,13.83,16.78,7.31,0.15,100
341,0,18.46,15.34,15.67,6.13,0.15,100
357,0,19.26,15.34,14.79,7.13,0.15,100
370,0,19.26,15.34,14.15,6.84,0.15,100
385,0,19.26,15.34,15.35,6.78,0.16,100
399,0,19.26,15.34,13.46,3.82,0.16,100
415,0,19.26,15.34,14.61,-0.56,0.16,100
429,0,19.26,15.34,16.37,6.68,0.16,100
443,0,20.11,15.34,16.30,8.93,0.16,100
456,0,22.86,15.34,16.51,7.67,0.16,100
471,0,22.86,15.34,15.86,9.59,0.16,100
488,0,23.37,15.34,19.86,4.62,0.16,100
501,0,23.37,15.34,19.47,6.83,0.16,100
514,0,23.37,15.34,18.02,8.35,0.16,100
526,0,24.13,15.34,20.28,10.98,0.16,100
537,0,24.15,15.34,16.34,2.88,0.16,100
549,0,24.15,16.36,17.00,7.38,0.16,100
563,1,24.15,16.36,16.56,8.06,0.16,100
576,1,24.15,16.36,17.55,3.92,0.16,100
590,1,24.15,17.13,18.36,7.34,0.16,100
603,1,24.15,17.13,16.92,8.66,0.16,100
616,1,24.15,17.13,18.38,1.43,0.16,100
629,1,24.15,17.13,16.05,6.98,0.16,100
644,1,24.15,17.13,16.52,7.19,0.16,100
661,1,24.15,17.13,15.52,9.40,0.17,100
674,1,24.15,17.13,17.35,11.82,0.17,100
687,1,24.15,18.68,18.65,9.09,0.17,100
699,1,24.15,18.68,19.24,10.27,0.17,100
713,1,24.15,18.68,20.17,11.27,0.17,100
726,1,25.91,19.43,22.13,14.03,0.17,100
738,1,25.91,19.43,21.69,11.09,0.17,100
751,1,26.49,19.43,23.44,13.25,0.17,100
