18,0,-3.90,-4.50,-7.37,-11.34,0.13,100
42,0,-3.90,-4.50,-6.56,-9.79,0.13,100
64,0,-3.90,-4.50,-5.98,-7.86,0.13,100
89,0,-3.90,-4.50,-4.13,-7.19,0.14,100
104,0,3.90,-1.76,2.68,-6.52,0.14,100
115,0,6.87,-0.52,5.17,-3.83,0.14,100
128,0,7.86,-0.52,6.36,-2.93,0.14,100
141,0,11.26,2.52,8.17,-2.72,0.14,100
154,0,11.26,7.82,10.74,-0.90,0.14,100
168,0,16.04,8.09,12.47,2.86,0.14,100
181,0,16.98,8.86,13.93,-2.53,0.15,100
192,0,16.98,8.86,12.79,-0.94,0.15,100
208,0,16.98,10.61,11.18,1.43,0.15,100
220,0,16.98,10.61,11.39,1.32,0.15,100
231,0,16.98,10.61,11.52,0.21,0.15,100
245,0,16.98,10.61,11.70,0.79,0.15,100
258,0,16.98,10.61,13.06,2.43,0.15,100
270,0,16.98,10.61,13.30,6.09,0.15,100
284,0,16.98,12.26,14.22,-1.14,0.15,100
296,0,18.42,12.26,16.41,2.52,0.15,100
307,0,18.42,12.26,14.98,0.32,0.15,100
319,0,18.42,12.26,12.58,-0.61,0.15,100
332,0,18.42,12.67,16.78,3.13,0.15,100
344,0,18.42,12.67,17.86,4.55,0.15,100
356,0,18.85,14.20,15.38,2.28,0.15,100
369,0,21.78,14.20,18.56,5.26,0.15,100
382,0,21.78,15.38,18.60,8.90,0.15,100
399,0,21.78,15.53,13.80,8.33,0.15,100
412,0,23.44,16.64,23.44,6.73,0.15,100
427,0,23.44,16.64,17.32,7.01,0.15,100
440,0,23.44,16.64,17.07,5.61,0.15,100
454,0,23.44,16.64,17.79,3.49,0.15,100
465,0,23.44,16.64,19.40,5.84,0.16,100
479,0,23.44,16.64,16.71,8.21,0.16,100
494,0,23.44,16.64,19.78,7.68,0.16,100
507,0,23.44,16.64,16.96,7.17,0.16,100
520,0,23.44,16.64,18.50,7.16,0.16,100
534,0,23.44,16.64,17.16,6.52,0.16,100
549,0,23.44,16.64,16.21,7.60,0.16,100
563,0,23.44,16.64,19.05,7.92,0.16,100
577,1,23.44,16.64,17.68,7.65,0.16,100
594,1,23.44,16.64,18.26,5.90,0.16,100
607,1,23.44,16.64,14.44,3.66,0.16,100
619,1,23.44,16.64,14.18,2.11,0.16,100
631,1,23.44,16.64,17.75,6.21,0.16,100
644,1,23.44,16.64,17.39,7.30,0.16,100
658,1,23.44,16.64,16.32,7.85,0.16,100
672,1,23.44,16.64,18.32,6.54,0.16,100
685,1,23.44,16.64,16.47,8.26,0.16,100
698,1,23.44,16.64,22.18,7.72,0.16,100
712,1,23.44,16.64,21.95,7.76,0.16,100
724,1,23.44,16.64,17.96,9.08,0.16,100
739,1,23.44,16.64,21.12,10.34,0.16,100
752,1,23.44,16.64,15.95,6.40,0.16,100
766,1,23.44,16.64,19.42,8.80,0.16,100
779,1,23.44,16.64,17.92,8.76,0.16,100
796,1,23.44,16.64,15.35,5.66,0.16,100
808,1,23.44,16.64,17.64,5.85,0.16,100
821,1,23.44,16.64,17.73,9.26,0.16,100
836,1,23.44,16.64,18.52,10.42,0.16,100
851,1,23.44,16.64,17.75,9.24,0.16,100
867,1,23.44,16.64,18.21,9.34,0.17,100
881,1,23.44,16.64,14.45,5.08,0.17,100
893,1,23.44,16.64,17.42,6.55,0.17,100
906,1,23.44,16.64,15.47,4.34,0.17,100
919,1,23.44,16.64,19.69,2.97,0.17,100
932,1,23.44,16.64,16.80,4.73,0.17,100
946,1,23.44,16.64,15.76,5.76,0.17,100
959,1,23.44,16.64,20.31,3.52,0.17,100
973,1,23.44,16.64,16.80,8.25,0.16,100
987,1,23.44,16.64,17.83,8.82,0.16,100
1003,1,23.44,16.64,20.59,4.79,0.16,100
1017,1,23.44,16.64,19.74,7.78,0.16,100
1030,1,23.44,16.64,17.41,7.67,0.16,100
1043,1,23.44,16.64,20.43,8.84,0.16,100
1056,1,23.44,16.64,21.97,10.76,0.16,100
1069,1,23.44,16.64,19.92,7.61,0.16,100
1082,1,23.44,16.64,18.17,9.37,0.16,100
1095,1,23.44,17.74,17.29,8.48,0.16,100
1108,1,23.44,17.74,19.49,3.35,0.16,100
1119,1,23.44,17.74,17.97,6.73,0.17,100
1133,2,23.44,17.74,17.18,4.76,0.17,100
1145,2,23.44,17.74,17.63,9.40,0.17,100
1158,2,23.44,17.74,16.91,7.15,0.17,100
1171,2,23.44,17.74,19.90,10.63,0.17,100
1190,2,23.44,17.74,18.66,9.21,0.17,100
1207,2,23.44,17.74,17.21,7.22,0.17,100
