,corr_n_steps,noise_level,Trial,Reward,steps_taken
0,1.0,0.01,0.0,1031.061224562063,1000.0
1,1.0,0.01,1.0,1029.288032616336,1000.0
2,1.0,0.01,2.0,1030.1953182230895,1000.0
3,1.0,0.01,3.0,1029.4283524621974,1000.0
4,1.0,0.01,4.0,1026.8288322085098,1000.0
5,1.0,0.01,5.0,1031.9030862475045,1000.0
6,1.0,0.01,6.0,1031.2490801403824,1000.0
7,1.0,0.01,7.0,1028.9774362298124,1000.0
8,1.0,0.01,8.0,1028.8981064121288,1000.0
9,1.0,0.01,9.0,1024.6482174025732,1000.0
10,1.0,0.07,0.0,1015.4396426813247,1000.0
11,1.0,0.07,1.0,1024.704875459172,1000.0
12,1.0,0.07,2.0,1018.6668268102649,1000.0
13,1.0,0.07,3.0,1020.4539095531919,1000.0
14,1.0,0.07,4.0,81.56741821449832,53.0
15,1.0,0.07,5.0,1016.1168049267839,1000.0
16,1.0,0.07,6.0,1022.1175969768001,1000.0
17,1.0,0.07,7.0,1015.0330545697652,1000.0
18,1.0,0.07,8.0,1024.3928379780775,1000.0
19,1.0,0.07,9.0,1021.3633862368054,1000.0
20,1.0,0.13,0.0,183.56634386581416,153.0
21,1.0,0.13,1.0,985.7262381765867,1000.0
22,1.0,0.13,2.0,982.0261244826597,1000.0
23,1.0,0.13,3.0,967.9007195513809,1000.0
24,1.0,0.13,4.0,986.0353190785863,1000.0
25,1.0,0.13,5.0,985.9605555475505,1000.0
26,1.0,0.13,6.0,78.92808480495006,54.0
27,1.0,0.13,7.0,975.5326012766534,1000.0
28,1.0,0.13,8.0,993.9279642046125,1000.0
29,1.0,0.13,9.0,983.9398383454067,1000.0
30,1.0,0.19000000000000003,0.0,168.23316972064353,139.0
31,1.0,0.19000000000000003,1.0,928.1680701613369,1000.0
32,1.0,0.19000000000000003,2.0,937.1353726788993,1000.0
33,1.0,0.19000000000000003,3.0,936.1584911458419,1000.0
34,1.0,0.19000000000000003,4.0,941.7244696621032,1000.0
35,1.0,0.19000000000000003,5.0,76.58976542422316,55.0
36,1.0,0.19000000000000003,6.0,944.3171089239843,1000.0
37,1.0,0.19000000000000003,7.0,171.65167057705256,140.0
38,1.0,0.19000000000000003,8.0,93.57462155640386,67.0
39,1.0,0.19000000000000003,9.0,926.0779492724553,1000.0
40,1.0,0.25,0.0,39.84655880139763,35.0
41,1.0,0.25,1.0,342.98409985377816,352.0
42,1.0,0.25,2.0,875.1989478407796,1000.0
43,1.0,0.25,3.0,22.499865549750396,20.0
44,1.0,0.25,4.0,520.6596429361234,564.0
45,1.0,0.25,5.0,33.76172679346637,29.0
46,1.0,0.25,6.0,27.08649350282503,23.0
47,1.0,0.25,7.0,164.51292149508518,137.0
48,1.0,0.25,8.0,83.266292977627,60.0
49,1.0,0.25,9.0,26.78780441891286,23.0
50,1.0,0.31000000000000005,0.0,17.8101905618023,17.0
51,1.0,0.31000000000000005,1.0,122.07560676969737,99.0
52,1.0,0.31000000000000005,2.0,337.6812590996804,365.0
53,1.0,0.31000000000000005,3.0,19.63838606377394,18.0
54,1.0,0.31000000000000005,4.0,38.591471482817724,32.0
55,1.0,0.31000000000000005,5.0,15.73828567336168,14.0
56,1.0,0.31000000000000005,6.0,25.3204029347573,23.0
57,1.0,0.31000000000000005,7.0,21.338978194937226,20.0
58,1.0,0.31000000000000005,8.0,165.57401705947274,136.0
59,1.0,0.31000000000000005,9.0,23.049792313398207,21.0
60,1.0,0.37000000000000005,0.0,16.922100361644695,16.0
61,1.0,0.37000000000000005,1.0,129.9547094623762,106.0
62,1.0,0.37000000000000005,2.0,141.52006107393098,132.0
63,1.0,0.37000000000000005,3.0,17.508387773489808,17.0
64,1.0,0.37000000000000005,4.0,34.43904703399312,31.0
65,1.0,0.37000000000000005,5.0,20.33803160856623,18.0
66,1.0,0.37000000000000005,6.0,23.87267787289893,22.0
67,1.0,0.37000000000000005,7.0,20.724416111424215,20.0
68,1.0,0.37000000000000005,8.0,169.2752431654924,158.0
69,1.0,0.37000000000000005,9.0,21.712442555672897,21.0
70,1.0,0.43000000000000005,0.0,14.556670947531527,14.0
71,1.0,0.43000000000000005,1.0,113.15704992418176,106.0
72,1.0,0.43000000000000005,2.0,25.06954498396372,26.0
73,1.0,0.43000000000000005,3.0,16.53873876695725,17.0
74,1.0,0.43000000000000005,4.0,31.65436958742357,29.0
75,1.0,0.43000000000000005,5.0,17.83933349190047,16.0
76,1.0,0.43000000000000005,6.0,22.85159707733255,23.0
77,1.0,0.43000000000000005,7.0,22.675762585861957,21.0
78,1.0,0.43000000000000005,8.0,137.9837738937378,125.0
79,1.0,0.43000000000000005,9.0,21.147369571776647,22.0
80,1.0,0.49000000000000005,0.0,25.393252333908453,28.0
81,1.0,0.49000000000000005,1.0,35.95420233608457,38.0
82,1.0,0.49000000000000005,2.0,23.865384212337084,25.0
83,1.0,0.49000000000000005,3.0,15.500199209964197,17.0
84,1.0,0.49000000000000005,4.0,23.696208679093978,22.0
85,1.0,0.49000000000000005,5.0,15.832405920050224,15.0
86,1.0,0.49000000000000005,6.0,18.04232166085858,18.0
87,1.0,0.49000000000000005,7.0,20.197512839651605,21.0
88,1.0,0.49000000000000005,8.0,175.6655763007613,190.0
89,1.0,0.49000000000000005,9.0,20.234240744070853,21.0
90,1.0,0.55,0.0,13.146192377591795,17.0
91,1.0,0.55,1.0,31.926373789017095,38.0
92,1.0,0.55,2.0,24.046190637789554,25.0
93,1.0,0.55,3.0,15.135997477950879,17.0
94,1.0,0.55,4.0,23.548421898488595,22.0
